Date,Ticker,Sector,Open,High,Low,Close,Volume
2022-08-26,MSFT,Technology,375.74,378.25,373.08,377.19,2102269
2022-08-29,MSFT,Technology,377.19,391.42,376.39,384.12,18481486
2022-08-30,MSFT,Technology,384.12,385.96,379.74,381.84,4632039
2022-08-31,MSFT,Technology,381.84,387.4,379.89,385.18,26774778
2022-09-01,MSFT,Technology,385.18,385.68,379.21,379.49,18327276
2022-09-02,MSFT,Technology,379.49,387.28,375.03,386.72,7386199
2022-09-05,MSFT,Technology,386.72,395.09,385.9,387.33,6648682
2022-09-06,MSFT,Technology,387.33,393.4,386.17,392.49,11883225
2022-09-07,MSFT,Technology,392.49,400.07,389.91,399.59,17982174
2022-09-08,MSFT,Technology,399.59,406.03,393.81,394.58,15474114
2022-09-09,MSFT,Technology,394.58,399.22,387.0,389.16,11266479
2022-09-12,MSFT,Technology,389.16,391.78,376.39,383.18,9202257
2022-09-13,MSFT,Technology,383.18,386.68,380.77,381.91,6970992
2022-09-14,MSFT,Technology,381.91,383.72,379.07,381.25,5156148
2022-09-15,MSFT,Technology,381.25,396.57,376.08,393.39,11404879
2022-09-16,MSFT,Technology,393.39,393.83,381.47,390.25,13831124
2022-09-19,MSFT,Technology,390.25,398.65,385.57,394.73,8512116
2022-09-20,MSFT,Technology,394.73,397.11,386.31,396.42,11800617
2022-09-21,MSFT,Technology,396.42,399.53,392.99,397.45,13227775
2022-09-22,MSFT,Technology,397.45,400.92,396.15,396.99,8421127
2022-09-23,MSFT,Technology,396.99,398.98,389.32,391.92,7738656
2022-09-26,MSFT,Technology,391.92,397.51,389.31,396.35,7897487
2022-09-27,MSFT,Technology,396.35,401.33,391.73,392.78,7575834
2022-09-28,MSFT,Technology,392.78,399.82,388.25,398.02,5274244
2022-09-29,MSFT,Technology,398.02,408.32,394.98,405.02,7950633
2022-09-30,MSFT,Technology,405.02,405.34,399.12,400.45,13841576
2022-10-03,MSFT,Technology,400.45,410.83,398.2,408.63,5348490
2022-10-04,MSFT,Technology,408.63,413.31,399.76,400.18,9755644
2022-10-05,MSFT,Technology,400.18,404.46,393.03,394.13,13532532
2022-10-06,MSFT,Technology,394.13,402.8,391.58,396.85,7025924
2022-10-07,MSFT,Technology,396.85,404.0,395.62,403.15,18577134
2022-10-10,MSFT,Technology,403.15,405.85,396.82,398.47,6122831
2022-10-11,MSFT,Technology,398.47,399.39,396.62,399.37,5126799
2022-10-12,MSFT,Technology,399.37,411.45,396.56,407.11,15471154
2022-10-13,MSFT,Technology,407.11,409.35,406.76,407.84,8376688
2022-10-14,MSFT,Technology,407.84,415.55,406.86,411.06,13808406
2022-10-17,MSFT,Technology,411.06,413.02,409.0,409.5,10659703
2022-10-18,MSFT,Technology,409.5,412.68,400.2,403.01,6536199
2022-10-19,MSFT,Technology,403.01,409.97,399.49,400.76,8270603
2022-10-20,MSFT,Technology,400.76,404.19,398.65,402.09,18250733
2022-10-21,MSFT,Technology,402.09,409.18,399.92,407.15,17637608
2022-10-24,MSFT,Technology,407.15,410.83,403.34,405.71,9665311
2022-10-25,MSFT,Technology,405.71,416.06,403.19,409.85,7283707
2022-10-26,MSFT,Technology,409.85,415.24,408.99,412.51,9861167
2022-10-27,MSFT,Technology,412.51,418.83,408.7,415.37,5384111
2022-10-28,MSFT,Technology,415.37,418.13,409.4,411.88,4892939
2022-10-31,MSFT,Technology,411.88,424.18,411.52,423.38,8148057
2022-11-01,MSFT,Technology,423.38,430.52,421.46,426.96,6387423
2022-11-02,MSFT,Technology,426.96,435.13,423.12,432.32,7412335
2022-11-03,MSFT,Technology,432.32,437.96,422.13,425.73,9823895
2022-11-04,MSFT,Technology,425.73,429.12,420.25,424.92,24306892
2022-11-07,MSFT,Technology,424.92,426.42,424.12,424.74,12532495
2022-11-08,MSFT,Technology,424.74,426.74,416.74,417.39,2386795
2022-11-09,MSFT,Technology,417.39,422.36,407.57,411.88,5373812
2022-11-10,MSFT,Technology,411.88,423.32,407.75,419.53,18741216
2022-11-11,MSFT,Technology,419.53,433.83,416.23,432.52,12723932
2022-11-14,MSFT,Technology,432.52,439.24,431.24,437.71,7940824
2022-11-15,MSFT,Technology,437.71,441.65,428.16,433.5,8619512
2022-11-16,MSFT,Technology,433.5,436.9,428.58,428.63,12565713
2022-11-17,MSFT,Technology,428.63,443.17,422.88,443.13,6746956
2022-11-18,MSFT,Technology,443.13,445.34,439.94,441.09,5153065
2022-11-21,MSFT,Technology,441.09,452.92,441.07,451.64,13831489
2022-11-22,MSFT,Technology,451.64,453.05,445.05,447.49,7507646
2022-11-23,MSFT,Technology,447.49,453.93,444.76,448.25,5079055
2022-11-24,MSFT,Technology,448.25,449.84,435.6,437.16,12224282
2022-11-25,MSFT,Technology,437.16,439.39,426.05,430.91,29020868
2022-11-28,MSFT,Technology,430.91,435.47,424.94,435.02,4335560
2022-11-29,MSFT,Technology,435.02,438.51,432.22,432.61,7766018
2022-11-30,MSFT,Technology,432.61,432.71,428.03,428.38,2629175
2022-12-01,MSFT,Technology,428.38,439.13,427.38,432.68,5936049
2022-12-02,MSFT,Technology,432.68,444.68,429.01,443.2,8987198
2022-12-05,MSFT,Technology,443.2,452.95,440.87,450.12,4139070
2022-12-06,MSFT,Technology,450.12,454.42,440.31,444.91,8612448
2022-12-07,MSFT,Technology,444.91,463.64,444.83,459.79,4500891
2022-12-08,MSFT,Technology,459.79,466.05,458.89,462.96,12149792
2022-12-09,MSFT,Technology,462.96,463.84,452.86,453.0,12408164
2022-12-12,MSFT,Technology,453.0,457.22,440.31,441.25,6172910
2022-12-13,MSFT,Technology,441.25,444.28,434.58,443.78,4471157
2022-12-14,MSFT,Technology,443.78,449.55,443.01,443.91,7387476
2022-12-15,MSFT,Technology,443.91,446.79,437.82,445.63,16867018
2022-12-16,MSFT,Technology,445.63,451.11,445.33,449.98,13804876
2022-12-19,MSFT,Technology,449.98,459.54,449.84,452.14,8301376
2022-12-20,MSFT,Technology,452.14,457.63,446.19,456.21,12864076
2022-12-21,MSFT,Technology,456.21,470.92,454.31,461.09,9500498
2022-12-22,MSFT,Technology,461.09,469.05,455.92,458.53,11285786
2022-12-23,MSFT,Technology,458.53,468.3,455.57,463.55,9710365
2022-12-26,MSFT,Technology,463.55,470.4,461.23,462.51,6019270
2022-12-27,MSFT,Technology,462.51,466.75,459.91,465.53,5987456
2022-12-28,MSFT,Technology,465.53,468.93,460.99,464.76,10893155
2022-12-29,MSFT,Technology,464.76,467.47,462.59,465.75,5452593
2022-12-30,MSFT,Technology,465.75,471.4,455.56,461.43,4179650
2023-01-02,MSFT,Technology,461.43,464.7,460.29,462.6,3622225
2023-01-03,MSFT,Technology,462.6,466.97,459.33,466.67,3889130
2023-01-04,MSFT,Technology,466.67,469.26,462.67,467.54,4317373
2023-01-05,MSFT,Technology,467.54,468.71,466.63,467.49,10667472
2023-01-06,MSFT,Technology,467.49,477.81,466.48,473.77,10028692
2023-01-09,MSFT,Technology,473.77,476.41,472.83,475.19,7445279
2023-01-10,MSFT,Technology,475.19,484.08,474.22,481.0,4357468
2023-01-11,MSFT,Technology,481.0,485.01,474.87,475.33,5598255
2023-01-12,MSFT,Technology,475.33,480.0,469.17,470.49,8553701
2023-01-13,MSFT,Technology,470.49,474.29,465.99,467.17,10987218
2023-01-16,MSFT,Technology,467.17,468.6,461.14,467.18,14842984
2023-01-17,MSFT,Technology,467.18,469.64,444.32,451.35,4591240
2023-01-18,MSFT,Technology,451.35,451.48,438.34,441.89,11959788
2023-01-19,MSFT,Technology,441.89,452.49,440.13,451.69,6755187
2023-01-20,MSFT,Technology,451.69,455.09,441.3,442.27,10690984
2023-01-23,MSFT,Technology,442.27,446.95,438.35,438.49,5724417
2023-01-24,MSFT,Technology,438.49,442.33,437.32,438.19,11941223
2023-01-25,MSFT,Technology,438.19,440.64,425.51,430.85,4335652
2023-01-26,MSFT,Technology,430.85,431.67,425.57,428.47,11226033
2023-01-27,MSFT,Technology,428.47,430.39,415.02,416.18,8227019
2023-01-30,MSFT,Technology,416.18,420.27,414.94,420.08,10160912
2023-01-31,MSFT,Technology,420.08,429.51,414.71,425.96,7641761
2023-02-01,MSFT,Technology,425.96,429.45,420.37,425.06,8617823
2023-02-02,MSFT,Technology,425.06,428.57,422.7,422.74,8279839
2023-02-03,MSFT,Technology,422.74,427.54,421.49,426.37,5789373
2023-02-06,MSFT,Technology,426.37,432.4,422.06,427.57,9211896
2023-02-07,MSFT,Technology,427.57,431.36,425.97,430.31,9023587
2023-02-08,MSFT,Technology,430.31,430.4,426.62,428.87,9459227
2023-02-09,MSFT,Technology,428.87,430.36,422.15,423.99,8657120
2023-02-10,MSFT,Technology,423.99,433.91,420.48,433.09,6904658
2023-02-13,MSFT,Technology,433.09,443.04,430.76,441.81,7853362
2023-02-14,MSFT,Technology,441.81,443.91,437.38,438.37,23219689
2023-02-15,MSFT,Technology,438.37,444.46,435.54,441.85,4285873
2023-02-16,MSFT,Technology,441.85,444.36,437.92,438.27,9101714
2023-02-17,MSFT,Technology,438.27,454.97,437.69,449.67,19677650
2023-02-20,MSFT,Technology,449.67,450.28,440.86,444.29,12096715
2023-02-21,MSFT,Technology,444.29,447.42,441.82,446.65,18323476
2023-02-22,MSFT,Technology,446.65,453.47,443.87,444.52,6092162
2023-02-23,MSFT,Technology,444.52,453.79,443.74,451.72,13006389
2023-02-24,MSFT,Technology,451.72,452.77,449.41,450.04,7682518
2023-02-27,MSFT,Technology,450.04,457.16,449.61,450.46,19402981
2023-02-28,MSFT,Technology,450.46,456.93,444.49,452.47,6773355
2023-03-01,MSFT,Technology,452.47,456.38,452.29,454.49,7521172
2023-03-02,MSFT,Technology,454.49,464.13,452.05,458.82,10284973
2023-03-03,MSFT,Technology,458.82,465.2,452.91,456.87,10111408
2023-03-06,MSFT,Technology,456.87,461.54,443.89,447.02,21579148
2023-03-07,MSFT,Technology,447.02,455.43,442.06,454.31,7360253
2023-03-08,MSFT,Technology,454.31,459.19,449.98,453.85,8388249
2023-03-09,MSFT,Technology,453.85,455.11,428.78,437.83,19783031
2023-03-10,MSFT,Technology,437.83,438.83,430.96,433.24,2539526
2023-03-13,MSFT,Technology,433.24,444.0,430.77,441.95,4380521
2023-03-14,MSFT,Technology,441.95,443.59,434.98,437.21,8618046
2023-03-15,MSFT,Technology,437.21,441.41,434.73,437.56,9220854
2023-03-16,MSFT,Technology,437.56,438.04,433.86,436.47,11616852
2023-03-17,MSFT,Technology,436.47,438.42,424.93,428.22,2491705
2023-03-20,MSFT,Technology,428.22,431.33,421.96,422.56,26497798
2023-03-21,MSFT,Technology,422.56,423.79,412.23,418.22,7312742
2023-03-22,MSFT,Technology,418.22,425.05,417.28,421.89,7372662
2023-03-23,MSFT,Technology,421.89,426.51,409.16,424.14,7104313
2023-03-24,MSFT,Technology,424.14,425.68,418.71,420.01,7904444
2023-03-27,MSFT,Technology,420.01,425.23,418.58,422.07,10308469
2023-03-28,MSFT,Technology,422.07,428.58,416.58,427.49,19940334
2023-03-29,MSFT,Technology,427.49,428.68,424.36,424.44,10162468
2023-03-30,MSFT,Technology,424.44,429.0,422.51,425.54,9200088
2023-03-31,MSFT,Technology,425.54,432.4,424.85,429.2,12370183
2023-04-03,MSFT,Technology,429.2,431.67,421.74,423.54,13994129
2023-04-04,MSFT,Technology,423.54,425.28,412.35,413.19,3490012
2023-04-05,MSFT,Technology,413.19,414.78,409.71,412.28,16603072
2023-04-06,MSFT,Technology,412.28,417.17,407.69,410.92,30205107
2023-04-07,MSFT,Technology,410.92,423.81,404.57,421.84,5131476
2023-04-10,MSFT,Technology,421.84,429.19,414.28,425.67,4460379
2023-04-11,MSFT,Technology,425.67,439.45,424.75,432.76,5735682
2023-04-12,MSFT,Technology,432.76,445.47,432.63,445.32,6625635
2023-04-13,MSFT,Technology,445.32,447.06,443.41,446.42,6130108
2023-04-14,MSFT,Technology,446.42,449.96,438.68,440.38,8118788
2023-04-17,MSFT,Technology,440.38,451.34,439.14,447.93,9639361
2023-04-18,MSFT,Technology,447.93,458.67,444.68,452.82,10094125
2023-04-19,MSFT,Technology,452.82,462.72,451.56,461.27,18865542
2023-04-20,MSFT,Technology,461.27,468.41,454.79,456.28,3199533
2023-04-21,MSFT,Technology,456.28,462.75,454.94,461.67,6551480
2023-04-24,MSFT,Technology,461.67,464.27,459.1,463.35,2261545
2023-04-25,MSFT,Technology,463.35,467.17,451.62,454.47,8603470
2023-04-26,MSFT,Technology,454.47,459.09,449.56,458.45,8126704
2023-04-27,MSFT,Technology,458.45,466.86,455.23,460.52,13221229
2023-04-28,MSFT,Technology,460.52,464.26,454.72,455.9,12219472
2023-05-01,MSFT,Technology,455.9,462.41,451.07,462.24,12397801
2023-05-02,MSFT,Technology,462.24,467.35,455.28,463.23,8789010
2023-05-03,MSFT,Technology,463.23,469.63,460.09,468.91,17299516
2023-05-04,MSFT,Technology,468.91,483.96,467.29,477.07,8109934
2023-05-05,MSFT,Technology,477.07,480.75,470.22,470.33,5833109
2023-05-08,MSFT,Technology,470.33,475.57,463.2,474.3,2409964
2023-05-09,MSFT,Technology,474.3,491.08,474.14,483.08,6147018
2023-05-10,MSFT,Technology,483.08,484.18,464.51,468.92,6946456
2023-05-11,MSFT,Technology,468.92,474.8,463.51,472.25,9366973
2023-05-12,MSFT,Technology,472.25,478.15,462.83,476.59,10889733
2023-05-15,MSFT,Technology,476.59,477.82,464.72,469.3,9299135
2023-05-16,MSFT,Technology,469.3,475.98,466.06,468.36,6573610
2023-05-17,MSFT,Technology,468.36,469.5,465.45,468.17,8687518
2023-05-18,MSFT,Technology,468.17,469.86,463.07,464.52,11929777
2023-05-19,MSFT,Technology,464.52,467.14,460.84,466.66,4870018
2023-05-22,MSFT,Technology,466.66,472.02,457.5,457.65,8332311
2023-05-23,MSFT,Technology,457.65,460.51,452.58,459.91,10192765
2023-05-24,MSFT,Technology,459.91,470.75,458.4,470.6,11835570
2023-05-25,MSFT,Technology,470.6,472.98,461.39,465.54,6468274
2023-05-26,MSFT,Technology,465.54,472.29,463.65,472.13,15683915
2023-05-29,MSFT,Technology,472.13,475.5,468.17,469.77,13414601
2023-05-30,MSFT,Technology,469.77,476.66,469.29,472.0,4299274
2023-05-31,MSFT,Technology,472.0,473.25,468.8,471.21,4443436
2023-06-01,MSFT,Technology,471.21,474.9,460.36,473.75,7128541
2023-06-02,MSFT,Technology,473.75,483.7,467.44,468.54,5253269
2023-06-05,MSFT,Technology,468.54,470.97,461.62,466.21,13635203
2023-06-06,MSFT,Technology,466.21,466.66,465.12,466.0,9922749
2023-06-07,MSFT,Technology,466.0,470.78,459.21,460.44,10318826
2023-06-08,MSFT,Technology,460.44,464.62,459.81,461.42,6579471
2023-06-09,MSFT,Technology,461.42,462.36,461.08,461.59,4816481
2023-06-12,MSFT,Technology,461.59,464.27,454.05,455.26,8004786
2023-06-13,MSFT,Technology,455.26,471.68,454.34,469.29,9771652
2023-06-14,MSFT,Technology,469.29,492.39,467.03,483.65,11673816
2023-06-15,MSFT,Technology,483.65,485.48,469.65,469.93,7022253
2023-06-16,MSFT,Technology,469.93,471.1,453.71,460.82,5786355
2023-06-19,MSFT,Technology,460.82,469.42,455.32,458.75,10776230
2023-06-20,MSFT,Technology,458.75,474.58,455.46,470.53,21491547
2023-06-21,MSFT,Technology,470.53,478.61,470.49,474.38,4145193
2023-06-22,MSFT,Technology,474.38,480.96,470.51,480.61,15322371
2023-06-23,MSFT,Technology,480.61,487.23,479.11,486.47,6010783
2023-06-26,MSFT,Technology,486.47,499.67,486.16,493.66,11832006
2023-06-27,MSFT,Technology,493.66,498.8,483.95,487.5,7098795
2023-06-28,MSFT,Technology,487.5,499.76,486.07,499.04,4282477
2023-06-29,MSFT,Technology,499.04,500.76,493.01,498.49,3734698
2023-06-30,MSFT,Technology,498.49,510.74,493.94,505.27,12734526
2023-07-03,MSFT,Technology,505.27,507.47,490.87,492.63,12890530
2023-07-04,MSFT,Technology,492.63,499.09,490.79,494.42,24388544
2023-07-05,MSFT,Technology,494.42,502.97,492.76,496.92,4456504
2023-07-06,MSFT,Technology,496.92,496.98,490.85,493.83,4868253
2023-07-07,MSFT,Technology,493.83,500.36,490.19,498.27,4816006
2023-07-10,MSFT,Technology,498.27,508.43,496.7,503.02,14045937
2023-07-11,MSFT,Technology,503.02,513.41,502.35,507.26,8385108
2023-07-12,MSFT,Technology,507.26,509.04,496.82,500.01,21391200
2023-07-13,MSFT,Technology,500.01,505.86,498.41,499.09,6271463
2023-07-14,MSFT,Technology,499.09,499.78,488.33,490.43,10953020
2023-07-17,MSFT,Technology,490.43,492.79,484.91,488.36,7124325
2023-07-18,MSFT,Technology,488.36,491.0,482.14,484.09,14932261
2023-07-19,MSFT,Technology,484.09,490.78,479.23,490.26,5243678
2023-07-20,MSFT,Technology,490.26,495.6,489.39,491.39,6115739
2023-07-21,MSFT,Technology,491.39,492.77,487.94,491.35,6660343
2023-07-24,MSFT,Technology,491.35,494.28,486.95,492.87,14612012
2023-07-25,MSFT,Technology,492.87,495.92,487.34,492.6,7495838
2023-07-26,MSFT,Technology,492.6,496.51,488.81,489.4,15505425
2023-07-27,MSFT,Technology,489.4,495.07,484.23,488.46,7648532
2023-07-28,MSFT,Technology,488.46,496.88,484.78,494.22,9996564
2023-07-31,MSFT,Technology,494.22,495.31,492.31,492.81,10783633
2023-08-01,MSFT,Technology,492.81,495.87,486.57,490.39,8431233
2023-08-02,MSFT,Technology,490.39,495.72,485.26,491.17,12564899
2023-08-03,MSFT,Technology,491.17,493.9,481.35,489.39,9738919
2023-08-04,MSFT,Technology,489.39,492.29,478.14,481.72,3605882
2023-08-07,MSFT,Technology,481.72,483.99,471.6,474.44,7911677
2023-08-08,MSFT,Technology,474.44,479.48,474.15,478.98,12132106
2023-08-09,MSFT,Technology,478.98,485.6,476.5,481.31,5481874
2023-08-10,MSFT,Technology,481.31,483.23,472.31,476.24,9202811
2023-08-11,MSFT,Technology,476.24,477.68,472.43,474.68,5154511
2023-08-14,MSFT,Technology,474.68,486.81,472.37,483.83,7010682
2023-08-15,MSFT,Technology,483.83,493.14,483.43,491.63,9329954
2023-08-16,MSFT,Technology,491.63,495.39,487.29,490.45,6236351
2023-08-17,MSFT,Technology,490.45,503.71,485.92,496.79,17332688
2023-08-18,MSFT,Technology,496.79,507.15,492.46,502.62,5241537
2023-08-21,MSFT,Technology,502.62,515.85,497.45,513.82,6167325
2023-08-22,MSFT,Technology,513.82,520.62,510.96,517.77,25329621
2023-08-23,MSFT,Technology,517.77,518.35,513.5,515.02,14117417
2023-08-24,MSFT,Technology,515.02,519.53,501.66,505.62,7969666
2023-08-25,MSFT,Technology,505.62,507.82,501.01,506.49,9746358
2023-08-28,MSFT,Technology,506.49,516.19,503.3,509.87,7891184
2023-08-29,MSFT,Technology,509.87,513.89,504.27,505.86,9381572
2023-08-30,MSFT,Technology,505.86,506.73,499.92,503.88,8780988
2023-08-31,MSFT,Technology,503.88,504.51,499.44,504.45,17188524
2023-09-01,MSFT,Technology,504.45,506.53,493.82,494.16,15951561
2023-09-04,MSFT,Technology,494.16,510.92,481.95,505.42,12933349
2023-09-05,MSFT,Technology,505.42,512.78,495.82,497.98,6233309
2023-09-06,MSFT,Technology,497.98,504.07,496.66,502.09,4670442
2023-09-07,MSFT,Technology,502.09,509.56,501.84,507.45,10805938
2023-09-08,MSFT,Technology,507.45,514.66,504.5,511.94,5915384
2023-09-11,MSFT,Technology,511.94,523.53,510.28,516.52,3889818
2023-09-12,MSFT,Technology,516.52,518.04,499.94,500.32,5468620
2023-09-13,MSFT,Technology,500.32,500.9,490.53,493.07,9678007
2023-09-14,MSFT,Technology,493.07,504.48,490.76,501.57,9759944
2023-09-15,MSFT,Technology,501.57,515.43,497.49,507.69,5017253
2023-09-18,MSFT,Technology,507.69,507.77,493.14,495.14,5868854
2023-09-19,MSFT,Technology,495.14,501.02,489.49,493.6,8595798
2023-09-20,MSFT,Technology,493.6,495.75,483.77,484.15,9668777
2023-09-21,MSFT,Technology,484.15,488.0,474.84,475.85,12795340
2023-09-22,MSFT,Technology,475.85,489.88,470.06,486.98,11558634
2023-09-25,MSFT,Technology,486.98,497.5,482.05,494.96,10072683
2023-09-26,MSFT,Technology,494.96,496.91,490.14,490.89,5802046
2023-09-27,MSFT,Technology,490.89,505.98,488.19,500.53,16934078
2023-09-28,MSFT,Technology,500.53,512.31,491.84,509.24,8954389
2023-09-29,MSFT,Technology,509.24,523.23,508.46,516.02,2994742
2023-10-02,MSFT,Technology,516.02,520.46,505.37,507.44,13970510
2023-10-03,MSFT,Technology,507.44,507.71,498.34,499.08,12512191
2023-10-04,MSFT,Technology,499.08,507.04,493.89,495.22,10678247
2023-10-05,MSFT,Technology,495.22,500.3,494.33,495.23,13305823
2023-10-06,MSFT,Technology,495.23,502.62,487.07,492.99,7055759
2023-10-09,MSFT,Technology,492.99,507.28,489.31,502.33,9007637
2023-10-10,MSFT,Technology,502.33,504.53,496.48,501.0,9234609
2023-10-11,MSFT,Technology,501.0,502.75,498.95,500.96,6877794
2023-10-12,MSFT,Technology,500.96,508.32,493.1,504.48,8698452
2023-10-13,MSFT,Technology,504.48,508.95,502.9,504.47,8729979
2023-10-16,MSFT,Technology,504.47,508.41,491.77,494.63,3575931
2023-10-17,MSFT,Technology,494.63,496.69,489.94,492.67,11519788
2023-10-18,MSFT,Technology,492.67,495.13,485.27,489.78,9505020
2023-10-19,MSFT,Technology,489.78,489.99,487.73,489.07,13796570
2023-10-20,MSFT,Technology,489.07,494.09,487.9,493.35,4459576
2023-10-23,MSFT,Technology,493.35,498.57,487.54,493.8,11120333
2023-10-24,MSFT,Technology,493.8,504.52,491.4,504.41,6122126
2023-10-25,MSFT,Technology,504.41,520.98,501.98,508.58,11323096
2023-10-26,MSFT,Technology,508.58,512.32,501.55,501.75,9435473
2023-10-27,MSFT,Technology,501.75,512.76,499.53,506.57,19840882
2023-10-30,MSFT,Technology,506.57,507.06,493.24,494.78,11141888
2023-10-31,MSFT,Technology,494.78,494.86,471.52,484.11,11014027
2023-11-01,MSFT,Technology,484.11,486.7,475.01,483.59,6367017
2023-11-02,MSFT,Technology,483.59,498.3,480.6,488.22,6584770
2023-11-03,MSFT,Technology,488.22,492.79,482.55,483.17,13386799
2023-11-06,MSFT,Technology,483.17,491.92,483.0,488.47,11417701
2023-11-07,MSFT,Technology,488.47,495.46,480.53,492.44,15894210
2023-11-08,MSFT,Technology,492.44,497.94,487.2,488.77,10230778
2023-11-09,MSFT,Technology,488.77,489.71,479.21,483.13,6226476
2023-11-10,MSFT,Technology,483.13,484.37,478.7,480.17,6670897
2023-11-13,MSFT,Technology,480.17,489.06,476.09,486.93,5043304
2023-11-14,MSFT,Technology,486.93,487.43,481.39,482.44,10061080
2023-11-15,MSFT,Technology,482.44,487.46,477.34,484.43,11191679
2023-11-16,MSFT,Technology,484.43,484.68,471.98,477.48,12089253
2023-11-17,MSFT,Technology,477.48,479.52,474.69,476.59,3271730
2023-11-20,MSFT,Technology,476.59,481.83,474.84,479.64,6683275
2023-11-21,MSFT,Technology,479.64,480.81,474.18,480.79,11173662
2023-11-22,MSFT,Technology,480.79,481.83,474.39,478.4,15198936
2023-11-23,MSFT,Technology,478.4,483.53,475.13,478.87,8939664
2023-11-24,MSFT,Technology,478.87,481.09,473.56,475.43,17562987
2023-11-27,MSFT,Technology,475.43,490.35,471.12,490.27,20360281
2023-11-28,MSFT,Technology,490.27,491.85,490.02,491.02,10979040
2023-11-29,MSFT,Technology,491.02,495.72,482.74,493.26,11298668
2023-11-30,MSFT,Technology,493.26,496.51,488.49,494.36,14014139
2023-12-01,MSFT,Technology,494.36,494.97,488.15,489.05,9291457
2023-12-04,MSFT,Technology,489.05,499.35,486.62,497.96,15600674
2023-12-05,MSFT,Technology,497.96,501.89,487.87,494.59,13062457
2023-12-06,MSFT,Technology,494.59,499.15,490.04,491.05,8493400
2023-12-07,MSFT,Technology,491.05,493.46,481.73,484.84,4377244
2023-12-08,MSFT,Technology,484.84,488.39,472.51,477.13,5717712
2023-12-11,MSFT,Technology,477.13,477.32,474.16,476.82,3827170
2023-12-12,MSFT,Technology,476.82,496.28,475.6,494.54,4561599
2023-12-13,MSFT,Technology,494.54,509.88,492.97,509.5,8488548
2023-12-14,MSFT,Technology,509.5,510.04,507.51,508.23,16860535
2023-12-15,MSFT,Technology,508.23,515.59,504.84,515.38,5240270
2023-12-18,MSFT,Technology,515.38,517.84,510.37,512.33,4029201
2023-12-19,MSFT,Technology,512.33,518.71,511.16,518.14,2604312
2023-12-20,MSFT,Technology,518.14,530.86,512.09,525.45,17330046
2023-12-21,MSFT,Technology,525.45,529.4,516.63,521.41,11054029
2023-12-22,MSFT,Technology,521.41,530.17,514.32,523.37,20562703
2023-12-25,MSFT,Technology,523.37,531.58,517.56,528.39,6881314
2023-12-26,MSFT,Technology,528.39,529.82,525.35,527.62,12167967
2023-12-27,MSFT,Technology,527.62,537.27,522.38,533.42,12537185
2023-12-28,MSFT,Technology,533.42,533.77,524.93,530.99,16402979
2023-12-29,MSFT,Technology,530.99,542.98,524.9,541.75,9895860
2024-01-01,MSFT,Technology,541.75,547.5,535.61,539.9,6944377
2024-01-02,MSFT,Technology,539.9,541.14,537.95,540.91,31254285
2024-01-03,MSFT,Technology,540.91,544.17,534.49,537.77,9968586
2024-01-04,MSFT,Technology,537.77,556.63,537.27,549.55,6987970
2024-01-05,MSFT,Technology,549.55,560.57,549.54,554.11,7442991
2024-01-08,MSFT,Technology,554.11,556.09,549.22,553.89,7835347
2024-01-09,MSFT,Technology,553.89,564.94,543.21,547.62,8334986
2024-01-10,MSFT,Technology,547.62,556.17,546.15,553.41,8710175
2024-01-11,MSFT,Technology,553.41,557.48,548.18,548.83,2910459
2024-01-12,MSFT,Technology,548.83,569.07,543.72,557.3,3846345
2024-01-15,MSFT,Technology,557.3,577.67,553.23,572.18,5446831
2024-01-16,MSFT,Technology,572.18,581.47,563.99,566.24,6476703
2024-01-17,MSFT,Technology,566.24,569.65,552.89,556.37,13006084
2024-01-18,MSFT,Technology,556.37,565.33,551.16,560.62,5079028
2024-01-19,MSFT,Technology,560.62,561.11,556.2,559.08,18669406
2024-01-22,MSFT,Technology,559.08,562.66,555.36,556.2,15743561
2024-01-23,MSFT,Technology,556.2,562.02,552.79,558.47,5581931
2024-01-24,MSFT,Technology,558.47,567.11,549.04,556.85,7770762
2024-01-25,MSFT,Technology,556.85,567.76,556.15,564.05,15221322
2024-01-26,MSFT,Technology,564.05,564.2,559.8,563.08,8862107
2024-01-29,MSFT,Technology,563.08,569.32,561.91,568.11,5809678
2024-01-30,MSFT,Technology,568.11,574.82,564.76,566.22,3251888
2024-01-31,MSFT,Technology,566.22,567.42,555.89,556.49,5128190
2024-02-01,MSFT,Technology,556.49,567.0,549.06,558.75,7247479
2024-02-02,MSFT,Technology,558.75,566.7,546.6,546.96,5001922
2024-02-05,MSFT,Technology,546.96,549.5,543.67,547.0,6156345
2024-02-06,MSFT,Technology,547.0,556.93,546.37,552.5,6843050
2024-02-07,MSFT,Technology,552.5,567.75,548.67,564.49,10455532
2024-02-08,MSFT,Technology,564.49,569.55,556.21,568.81,9274332
2024-02-09,MSFT,Technology,568.81,576.56,554.7,563.55,19181617
2024-02-12,MSFT,Technology,563.55,566.23,550.31,558.36,20929824
2024-02-13,MSFT,Technology,558.36,560.5,556.89,559.82,7433352
2024-02-14,MSFT,Technology,559.82,561.15,550.87,556.83,4020767
2024-02-15,MSFT,Technology,556.83,572.86,552.73,570.42,13293311
2024-02-16,MSFT,Technology,570.42,573.58,569.81,572.77,7960233
2024-02-19,MSFT,Technology,572.77,585.38,570.58,577.17,10319193
2024-02-20,MSFT,Technology,577.17,595.06,573.29,589.94,5584323
