MatchID,PlayerID,PlayerName,Team,Position,Goals,Assists,Tackles,PassAccuracy,MinutesPlayed,Rating
MCH-0903,PLR-034,Reece James,Ironclads,Forward,0,1,2,79.8,90,7.3
MCH-0893,PLR-022,Pedri,Gladiators,Defender,0,0,4,82.3,90,7.8
MCH-0251,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,0,2,65.0,90,6.7
MCH-1986,PLR-014,Son Heung-min,Titans,Defender,0,0,7,81.8,75,7.1
MCH-1943,PLR-026,Declan Rice,Wizards,Midfielder,0,0,4,67.7,90,6.9
MCH-0464,PLR-034,Reece James,Ironclads,Forward,0,0,2,78.8,90,6.0
MCH-0077,PLR-002,Cristiano Ronaldo,Titans,Forward,0,0,1,70.5,90,6.2
MCH-0342,PLR-023,Gavi,Centurions,Midfielder,0,0,1,77.3,90,6.7
MCH-1769,PLR-002,Cristiano Ronaldo,Titans,Forward,0,0,2,90.2,90,6.8
MCH-1048,PLR-048,Player 12,Phoenix FC,Midfielder,0,1,4,82.3,90,7.1
MCH-0948,PLR-034,Reece James,Ironclads,Forward,0,1,0,91.7,15,7.2
MCH-1232,PLR-006,Mohamed Salah,Centurions,Midfielder,0,0,2,72.6,90,6.2
MCH-1712,PLR-007,Harry Kane,Knights,Goalkeeper,0,0,0,64.6,90,6.9
MCH-1593,PLR-007,Harry Kane,Knights,Goalkeeper,0,0,0,50.7,15,5.4
MCH-0239,PLR-006,Mohamed Salah,Centurions,Midfielder,0,0,5,65.6,90,6.3
MCH-1362,PLR-006,Mohamed Salah,Centurions,Midfielder,1,0,4,77.5,90,7.2
MCH-1072,PLR-027,Jack Grealish,Wizards,Defender,0,0,6,65.5,15,7.1
MCH-1158,PLR-022,Pedri,Gladiators,Defender,0,0,5,67.5,90,5.8
MCH-1924,PLR-006,Mohamed Salah,Centurions,Midfielder,0,0,4,84.2,90,7.3
MCH-1506,PLR-008,Robert Lewandowski,Gladiators,Forward,0,0,0,67.4,60,5.3
MCH-1849,PLR-015,Bukayo Saka,Titans,Defender,0,0,6,71.4,75,7.1
MCH-1036,PLR-032,Raphael Varane,Titans,Defender,0,0,7,76.2,90,7.8
MCH-1942,PLR-015,Bukayo Saka,Titans,Defender,0,0,9,84.9,90,7.2
MCH-1313,PLR-046,Player 10,Strikers,Forward,0,2,2,89.3,90,8.5
MCH-0355,PLR-025,Harry Maguire,Centurions,Midfielder,0,0,2,73.8,90,6.8
MCH-1448,PLR-044,Player 8,Titans,Midfielder,0,1,5,82.4,75,6.8
MCH-1731,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,68.2,90,7.4
MCH-0719,PLR-031,Casemiro,Phoenix FC,Midfielder,0,0,2,93.4,90,6.9
MCH-1491,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,1,2,82.2,75,7.4
MCH-0137,PLR-030,Ederson,Vipers,Midfielder,0,0,4,85.5,90,6.9
MCH-1450,PLR-048,Player 12,Phoenix FC,Midfielder,0,0,5,88.5,90,5.7
MCH-1209,PLR-019,Vinicius Jr,Wizards,Goalkeeper,0,0,0,69.8,90,6.6
MCH-1442,PLR-029,Alisson Becker,Ironclads,Goalkeeper,0,0,0,51.4,90,7.0
MCH-1463,PLR-017,Antoine Griezmann,Centurions,Midfielder,0,0,1,80.0,90,6.5
MCH-1656,PLR-050,Player 14,Vipers,Midfielder,0,0,2,65.3,90,6.7
MCH-0719,PLR-022,Pedri,Gladiators,Defender,0,0,3,74.4,90,6.4
MCH-0043,PLR-005,Kevin De Bruyne,Wizards,Goalkeeper,0,0,0,65.0,90,6.8
MCH-1313,PLR-031,Casemiro,Phoenix FC,Midfielder,0,0,3,89.5,15,6.6
MCH-1765,PLR-019,Vinicius Jr,Wizards,Goalkeeper,0,0,0,71.5,90,6.5
MCH-1132,PLR-028,Trent Alexander-Arnold,Strikers,Defender,0,0,4,80.6,75,7.2
MCH-1943,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,1,2,89.3,90,7.2
MCH-0806,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,59.6,90,6.3
MCH-0197,PLR-023,Gavi,Centurions,Midfielder,0,0,5,70.5,90,6.9
MCH-0901,PLR-028,Trent Alexander-Arnold,Strikers,Defender,0,0,9,77.2,90,7.5
MCH-1875,PLR-032,Raphael Varane,Titans,Defender,0,0,4,74.4,90,7.2
MCH-1474,PLR-013,Marcus Rashford,Thunderbolts,Midfielder,0,2,1,94.6,90,8.7
MCH-0720,PLR-020,Rodri,Strikers,Midfielder,0,1,2,94.1,90,7.5
MCH-1551,PLR-029,Alisson Becker,Ironclads,Goalkeeper,0,0,0,63.6,90,6.8
MCH-1031,PLR-020,Rodri,Strikers,Midfielder,0,0,1,83.9,90,5.9
MCH-1149,PLR-024,Jamal Musiala,Strikers,Midfielder,0,1,4,67.0,90,8.1
MCH-0839,PLR-040,Player 4,Phoenix FC,Defender,0,0,8,84.1,90,6.3
MCH-0543,PLR-026,Declan Rice,Wizards,Midfielder,0,1,1,85.9,90,7.3
MCH-1992,PLR-020,Rodri,Strikers,Midfielder,0,0,4,88.0,90,7.2
MCH-0520,PLR-036,Player 0,Thunderbolts,Goalkeeper,0,0,0,63.4,90,6.3
MCH-1049,PLR-027,Jack Grealish,Wizards,Defender,0,0,8,74.8,60,8.0
MCH-1027,PLR-040,Player 4,Phoenix FC,Defender,0,1,4,84.4,90,7.3
MCH-0093,PLR-049,Player 13,Phoenix FC,Defender,0,0,6,73.6,90,6.8
MCH-1611,PLR-005,Kevin De Bruyne,Wizards,Goalkeeper,0,0,0,53.7,90,5.9
MCH-0109,PLR-026,Declan Rice,Wizards,Midfielder,0,0,2,93.3,90,6.8
MCH-1941,PLR-039,Player 3,Vipers,Midfielder,0,0,1,81.6,90,6.4
MCH-0525,PLR-005,Kevin De Bruyne,Wizards,Goalkeeper,0,0,0,58.4,90,5.6
MCH-0266,PLR-024,Jamal Musiala,Strikers,Midfielder,0,2,1,69.8,90,8.0
MCH-0718,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,73.5,75,6.0
MCH-1018,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,62.5,60,7.1
MCH-0462,PLR-039,Player 3,Vipers,Midfielder,0,0,4,70.7,45,7.0
MCH-0074,PLR-018,Jude Bellingham,Phoenix FC,Midfielder,0,1,2,93.6,90,7.4
MCH-1653,PLR-015,Bukayo Saka,Titans,Defender,0,0,6,72.6,90,8.5
MCH-1017,PLR-021,Bernardo Silva,Titans,Goalkeeper,0,0,0,53.3,90,6.6
MCH-1858,PLR-031,Casemiro,Phoenix FC,Midfielder,0,0,4,68.8,90,6.5
MCH-1173,PLR-041,Player 5,Gladiators,Goalkeeper,0,0,0,66.3,90,5.7
MCH-1586,PLR-048,Player 12,Phoenix FC,Midfielder,0,1,4,88.2,90,7.1
MCH-0902,PLR-008,Robert Lewandowski,Gladiators,Forward,1,1,1,78.7,60,9.3
MCH-1770,PLR-005,Kevin De Bruyne,Wizards,Goalkeeper,0,0,0,64.1,90,5.2
MCH-1513,PLR-013,Marcus Rashford,Thunderbolts,Midfielder,0,1,1,79.5,90,8.0
MCH-1898,PLR-019,Vinicius Jr,Wizards,Goalkeeper,0,0,0,67.8,90,5.9
MCH-0386,PLR-004,Erling Haaland,Knights,Goalkeeper,0,0,0,64.5,90,7.9
MCH-0975,PLR-027,Jack Grealish,Wizards,Defender,0,0,9,81.4,90,8.3
MCH-1823,PLR-046,Player 10,Strikers,Forward,0,2,1,75.7,90,7.9
MCH-0297,PLR-030,Ederson,Vipers,Midfielder,0,0,5,80.4,90,5.6
MCH-1098,PLR-037,Player 1,Strikers,Defender,0,0,7,72.7,90,8.4
MCH-0068,PLR-040,Player 4,Phoenix FC,Defender,0,0,9,93.3,90,6.9
MCH-0872,PLR-016,Martin Odegaard,Vipers,Midfielder,0,0,5,72.8,90,7.2
MCH-0260,PLR-025,Harry Maguire,Centurions,Midfielder,0,1,3,65.2,15,6.4
MCH-0050,PLR-036,Player 0,Thunderbolts,Goalkeeper,0,0,0,71.5,60,5.0
MCH-0098,PLR-029,Alisson Becker,Ironclads,Goalkeeper,0,0,0,62.4,90,6.3
MCH-1145,PLR-028,Trent Alexander-Arnold,Strikers,Defender,0,0,8,90.3,90,7.5
MCH-0560,PLR-034,Reece James,Ironclads,Forward,0,1,1,76.9,75,8.0
MCH-0467,PLR-042,Player 6,Titans,Midfielder,0,0,2,88.3,45,5.6
MCH-0767,PLR-045,Player 9,Ironclads,Midfielder,0,0,3,90.8,90,6.4
MCH-1560,PLR-042,Player 6,Titans,Midfielder,0,0,3,69.4,90,6.2
MCH-0743,PLR-025,Harry Maguire,Centurions,Midfielder,1,2,2,92.3,90,10.0
MCH-1648,PLR-019,Vinicius Jr,Wizards,Goalkeeper,0,0,0,55.3,90,6.4
MCH-1986,PLR-036,Player 0,Thunderbolts,Goalkeeper,0,0,0,64.6,90,6.2
MCH-2000,PLR-027,Jack Grealish,Wizards,Defender,0,0,7,70.7,90,6.7
MCH-0066,PLR-006,Mohamed Salah,Centurions,Midfielder,0,0,4,70.1,60,6.5
MCH-0967,PLR-013,Marcus Rashford,Thunderbolts,Midfielder,0,0,1,66.6,90,5.6
MCH-0936,PLR-004,Erling Haaland,Knights,Goalkeeper,0,0,0,51.3,90,7.1
MCH-0417,PLR-029,Alisson Becker,Ironclads,Goalkeeper,0,0,0,68.1,90,6.4
MCH-1452,PLR-024,Jamal Musiala,Strikers,Midfielder,0,0,2,75.6,75,7.2
MCH-0354,PLR-006,Mohamed Salah,Centurions,Midfielder,0,0,2,81.5,90,6.6
MCH-1861,PLR-022,Pedri,Gladiators,Defender,0,0,3,69.0,90,7.2
MCH-1835,PLR-011,Neymar Jr,Phoenix FC,Defender,0,0,6,78.7,90,7.3
MCH-1653,PLR-047,Player 11,Strikers,Defender,0,1,5,67.6,90,8.1
MCH-0099,PLR-044,Player 8,Titans,Midfielder,0,1,2,81.8,75,7.3
MCH-1528,PLR-039,Player 3,Vipers,Midfielder,0,0,5,89.2,60,7.3
MCH-1838,PLR-020,Rodri,Strikers,Midfielder,0,1,3,85.1,90,8.0
MCH-0753,PLR-027,Jack Grealish,Wizards,Defender,0,0,6,66.9,90,7.1
MCH-1880,PLR-010,Virgil van Dijk,Thunderbolts,Forward,1,0,1,66.6,90,7.9
MCH-0874,PLR-017,Antoine Griezmann,Centurions,Midfielder,0,0,3,83.3,90,5.7
MCH-0042,PLR-049,Player 13,Phoenix FC,Defender,0,0,8,88.4,90,6.7
MCH-0360,PLR-049,Player 13,Phoenix FC,Defender,0,0,4,93.9,90,6.5
MCH-0907,PLR-044,Player 8,Titans,Midfielder,0,0,5,81.7,90,6.3
MCH-0413,PLR-039,Player 3,Vipers,Midfielder,0,0,2,80.6,90,5.8
MCH-1326,PLR-005,Kevin De Bruyne,Wizards,Goalkeeper,0,0,0,59.2,45,7.3
MCH-0326,PLR-005,Kevin De Bruyne,Wizards,Goalkeeper,0,0,0,70.5,90,5.4
MCH-0675,PLR-014,Son Heung-min,Titans,Defender,0,0,9,90.4,90,7.0
MCH-1509,PLR-006,Mohamed Salah,Centurions,Midfielder,0,2,5,74.8,90,6.9
MCH-0159,PLR-028,Trent Alexander-Arnold,Strikers,Defender,0,0,8,91.9,90,6.7
MCH-0420,PLR-040,Player 4,Phoenix FC,Defender,0,1,6,66.7,90,8.0
MCH-0635,PLR-020,Rodri,Strikers,Midfielder,1,1,4,72.5,45,8.8
MCH-1022,PLR-047,Player 11,Strikers,Defender,0,0,6,94.7,90,6.7
MCH-1270,PLR-017,Antoine Griezmann,Centurions,Midfielder,0,0,4,92.4,90,6.7
MCH-0920,PLR-034,Reece James,Ironclads,Forward,0,0,1,65.5,90,6.5
MCH-0209,PLR-014,Son Heung-min,Titans,Defender,1,0,8,78.7,90,9.1
MCH-1992,PLR-008,Robert Lewandowski,Gladiators,Forward,0,0,2,78.3,90,6.1
MCH-1155,PLR-037,Player 1,Strikers,Defender,0,1,5,67.5,15,8.6
MCH-1978,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,1,3,79.6,75,9.1
MCH-0076,PLR-030,Ederson,Vipers,Midfielder,2,0,4,82.6,75,9.6
MCH-0441,PLR-040,Player 4,Phoenix FC,Defender,0,0,8,72.9,75,8.1
MCH-1035,PLR-029,Alisson Becker,Ironclads,Goalkeeper,0,0,0,70.1,90,6.3
MCH-1684,PLR-007,Harry Kane,Knights,Goalkeeper,0,0,0,65.8,90,6.7
MCH-1967,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,0,5,70.4,90,6.5
MCH-1923,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,0,3,92.1,90,4.7
MCH-0875,PLR-036,Player 0,Thunderbolts,Goalkeeper,0,0,0,72.2,90,6.9
MCH-0644,PLR-038,Player 2,Ironclads,Defender,0,0,9,81.1,90,7.4
MCH-0529,PLR-023,Gavi,Centurions,Midfielder,0,1,1,65.7,90,7.4
MCH-1144,PLR-021,Bernardo Silva,Titans,Goalkeeper,0,0,0,73.9,90,5.7
MCH-1514,PLR-046,Player 10,Strikers,Forward,0,1,2,92.5,90,8.0
MCH-0168,PLR-035,Ben Chilwell,Centurions,Midfielder,0,3,4,66.8,90,8.0
MCH-1441,PLR-044,Player 8,Titans,Midfielder,0,1,1,87.9,90,7.0
MCH-0140,PLR-047,Player 11,Strikers,Defender,0,0,7,92.4,90,8.4
MCH-1632,PLR-041,Player 5,Gladiators,Goalkeeper,0,0,0,70.4,90,6.8
MCH-0555,PLR-039,Player 3,Vipers,Midfielder,0,0,4,89.7,90,7.3
MCH-1995,PLR-007,Harry Kane,Knights,Goalkeeper,0,0,0,66.0,90,5.9
MCH-0826,PLR-032,Raphael Varane,Titans,Defender,0,0,9,93.5,90,7.1
MCH-0356,PLR-024,Jamal Musiala,Strikers,Midfielder,0,0,2,73.9,90,7.1
MCH-1592,PLR-016,Martin Odegaard,Vipers,Midfielder,0,1,3,94.7,60,6.9
MCH-0742,PLR-035,Ben Chilwell,Centurions,Midfielder,0,1,4,79.8,90,7.2
MCH-1913,PLR-009,Luka Modric,Ironclads,Midfielder,0,0,4,68.4,90,6.7
MCH-1131,PLR-002,Cristiano Ronaldo,Titans,Forward,0,0,2,82.4,90,6.6
MCH-1001,PLR-041,Player 5,Gladiators,Goalkeeper,0,0,0,58.8,90,6.5
MCH-0414,PLR-035,Ben Chilwell,Centurions,Midfielder,0,0,3,67.6,90,6.4
MCH-1902,PLR-030,Ederson,Vipers,Midfielder,0,0,3,76.4,90,7.8
MCH-1041,PLR-022,Pedri,Gladiators,Defender,0,0,9,71.9,60,7.9
MCH-1045,PLR-038,Player 2,Ironclads,Defender,0,0,8,76.6,90,8.0
MCH-1981,PLR-014,Son Heung-min,Titans,Defender,0,0,5,75.1,90,7.1
MCH-1484,PLR-008,Robert Lewandowski,Gladiators,Forward,3,0,0,69.5,90,8.5
MCH-0070,PLR-026,Declan Rice,Wizards,Midfielder,0,0,5,83.7,90,6.0
MCH-0876,PLR-048,Player 12,Phoenix FC,Midfielder,0,2,1,90.7,90,6.9
MCH-0278,PLR-039,Player 3,Vipers,Midfielder,0,1,5,91.5,90,7.4
MCH-0336,PLR-039,Player 3,Vipers,Midfielder,1,1,3,82.3,60,8.0
MCH-0030,PLR-016,Martin Odegaard,Vipers,Midfielder,1,1,5,66.5,90,7.3
MCH-0482,PLR-035,Ben Chilwell,Centurions,Midfielder,1,0,4,72.7,15,7.7
MCH-1482,PLR-011,Neymar Jr,Phoenix FC,Defender,0,0,8,81.9,90,7.3
MCH-1050,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,54.6,90,5.8
MCH-1988,PLR-032,Raphael Varane,Titans,Defender,0,0,9,69.2,45,7.3
MCH-0890,PLR-004,Erling Haaland,Knights,Goalkeeper,0,0,0,67.3,90,7.2
MCH-1455,PLR-036,Player 0,Thunderbolts,Goalkeeper,0,0,0,56.3,60,7.3
MCH-1868,PLR-022,Pedri,Gladiators,Defender,0,0,6,79.6,90,6.4
MCH-1981,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,57.9,90,7.4
MCH-0763,PLR-031,Casemiro,Phoenix FC,Midfielder,0,0,1,76.1,90,5.5
MCH-1155,PLR-026,Declan Rice,Wizards,Midfielder,0,1,5,87.0,45,7.5
MCH-1122,PLR-016,Martin Odegaard,Vipers,Midfielder,1,0,2,81.7,90,7.6
MCH-1627,PLR-046,Player 10,Strikers,Forward,0,0,2,81.7,90,7.2
MCH-1817,PLR-011,Neymar Jr,Phoenix FC,Defender,0,0,3,80.1,90,7.3
MCH-1237,PLR-018,Jude Bellingham,Phoenix FC,Midfielder,0,0,1,66.1,90,6.8
MCH-1699,PLR-001,Lionel Messi,Phoenix FC,Forward,0,0,2,71.7,90,6.3
MCH-1388,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,68.7,90,6.1
MCH-0351,PLR-049,Player 13,Phoenix FC,Defender,0,0,9,69.1,75,8.2
MCH-1863,PLR-030,Ederson,Vipers,Midfielder,0,0,4,66.7,90,5.1
MCH-1548,PLR-009,Luka Modric,Ironclads,Midfielder,0,0,4,90.0,90,6.8
MCH-1169,PLR-001,Lionel Messi,Phoenix FC,Forward,0,0,1,75.3,75,5.9
MCH-0151,PLR-019,Vinicius Jr,Wizards,Goalkeeper,0,0,0,66.5,45,7.4
MCH-0636,PLR-037,Player 1,Strikers,Defender,0,0,7,89.4,90,7.0
MCH-1156,PLR-006,Mohamed Salah,Centurions,Midfielder,0,0,3,86.2,90,5.4
MCH-1830,PLR-031,Casemiro,Phoenix FC,Midfielder,0,0,1,92.5,90,6.7
MCH-1022,PLR-034,Reece James,Ironclads,Forward,0,0,1,94.2,90,7.0
MCH-0268,PLR-039,Player 3,Vipers,Midfielder,0,0,1,71.2,90,5.4
MCH-0871,PLR-001,Lionel Messi,Phoenix FC,Forward,1,0,2,79.9,75,7.5
MCH-1490,PLR-005,Kevin De Bruyne,Wizards,Goalkeeper,0,0,0,68.0,90,5.6
MCH-1505,PLR-049,Player 13,Phoenix FC,Defender,0,0,5,80.8,60,7.6
MCH-0289,PLR-047,Player 11,Strikers,Defender,0,0,8,92.8,90,7.9
MCH-0507,PLR-013,Marcus Rashford,Thunderbolts,Midfielder,0,0,1,84.9,60,6.3
MCH-0881,PLR-009,Luka Modric,Ironclads,Midfielder,0,1,5,93.3,90,6.8
MCH-0221,PLR-008,Robert Lewandowski,Gladiators,Forward,1,0,2,85.0,90,7.3
MCH-1904,PLR-004,Erling Haaland,Knights,Goalkeeper,0,0,0,71.9,90,6.7
MCH-1025,PLR-043,Player 7,Centurions,Midfielder,0,1,4,88.5,90,7.9
MCH-0402,PLR-004,Erling Haaland,Knights,Goalkeeper,0,0,0,68.0,90,7.0
MCH-1926,PLR-040,Player 4,Phoenix FC,Defender,0,0,3,66.5,90,6.4
MCH-0825,PLR-050,Player 14,Vipers,Midfielder,0,0,3,81.4,90,7.3
MCH-0296,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,57.7,45,6.8
MCH-1938,PLR-008,Robert Lewandowski,Gladiators,Forward,0,0,0,90.2,15,6.7
MCH-1462,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,64.1,90,6.0
MCH-0252,PLR-031,Casemiro,Phoenix FC,Midfielder,0,0,1,94.3,90,7.4
MCH-0491,PLR-045,Player 9,Ironclads,Midfielder,1,1,2,92.3,75,8.7
MCH-0375,PLR-028,Trent Alexander-Arnold,Strikers,Defender,0,0,8,69.9,90,7.7
MCH-1806,PLR-007,Harry Kane,Knights,Goalkeeper,0,0,0,70.1,90,7.1
MCH-0764,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,58.5,15,7.6
MCH-0532,PLR-045,Player 9,Ironclads,Midfielder,0,1,4,72.1,60,7.7
MCH-1594,PLR-036,Player 0,Thunderbolts,Goalkeeper,0,0,0,61.1,90,7.1
MCH-1016,PLR-013,Marcus Rashford,Thunderbolts,Midfielder,2,0,1,90.9,60,8.4
MCH-0874,PLR-024,Jamal Musiala,Strikers,Midfielder,0,3,2,73.3,75,8.7
MCH-0556,PLR-003,Kylian Mbappe,Vipers,Defender,0,0,9,94.5,90,7.4
MCH-0225,PLR-015,Bukayo Saka,Titans,Defender,0,0,4,84.3,90,7.1
MCH-0297,PLR-011,Neymar Jr,Phoenix FC,Defender,0,0,4,94.6,90,6.5
MCH-0898,PLR-023,Gavi,Centurions,Midfielder,0,3,5,81.8,90,9.0
MCH-0810,PLR-017,Antoine Griezmann,Centurions,Midfielder,0,0,2,70.3,90,6.5
MCH-0898,PLR-002,Cristiano Ronaldo,Titans,Forward,0,0,2,74.2,90,7.1
MCH-1487,PLR-023,Gavi,Centurions,Midfielder,0,1,1,66.2,90,6.1
MCH-0422,PLR-009,Luka Modric,Ironclads,Midfielder,0,0,1,89.4,90,6.9
MCH-1433,PLR-038,Player 2,Ironclads,Defender,0,0,5,89.2,45,7.0
MCH-1808,PLR-027,Jack Grealish,Wizards,Defender,1,0,7,66.6,75,8.3
MCH-0800,PLR-045,Player 9,Ironclads,Midfielder,0,0,3,79.5,45,5.8
MCH-1952,PLR-049,Player 13,Phoenix FC,Defender,0,0,8,77.3,90,7.5
MCH-0444,PLR-014,Son Heung-min,Titans,Defender,0,0,7,76.0,90,7.1
MCH-0844,PLR-023,Gavi,Centurions,Midfielder,0,0,3,91.7,90,6.1
MCH-1655,PLR-050,Player 14,Vipers,Midfielder,0,0,4,65.8,60,6.8
MCH-0146,PLR-009,Luka Modric,Ironclads,Midfielder,0,1,1,71.3,90,7.2
MCH-0456,PLR-037,Player 1,Strikers,Defender,0,1,9,75.8,75,7.8
MCH-1263,PLR-047,Player 11,Strikers,Defender,0,0,8,91.2,90,6.9
MCH-0687,PLR-001,Lionel Messi,Phoenix FC,Forward,0,1,1,88.2,60,7.6
MCH-1344,PLR-036,Player 0,Thunderbolts,Goalkeeper,0,0,0,70.9,90,6.4
MCH-0484,PLR-028,Trent Alexander-Arnold,Strikers,Defender,0,0,3,92.0,90,6.6
MCH-1073,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,1,1,84.1,90,7.4
MCH-1894,PLR-025,Harry Maguire,Centurions,Midfielder,0,0,2,77.1,15,6.7
MCH-1825,PLR-040,Player 4,Phoenix FC,Defender,0,0,3,69.2,90,6.9
MCH-1947,PLR-022,Pedri,Gladiators,Defender,0,0,4,94.1,90,7.2
MCH-0878,PLR-030,Ederson,Vipers,Midfielder,2,0,3,94.5,90,8.5
MCH-0542,PLR-012,Bruno Fernandes,Wizards,Midfielder,1,0,5,71.8,75,6.2
MCH-0380,PLR-018,Jude Bellingham,Phoenix FC,Midfielder,0,1,3,69.6,90,7.0
MCH-1334,PLR-048,Player 12,Phoenix FC,Midfielder,0,1,3,70.8,45,7.6
MCH-1779,PLR-005,Kevin De Bruyne,Wizards,Goalkeeper,0,0,0,59.0,90,6.5
MCH-1516,PLR-041,Player 5,Gladiators,Goalkeeper,0,0,0,54.3,90,6.1
MCH-1492,PLR-001,Lionel Messi,Phoenix FC,Forward,0,0,1,83.1,90,5.4
MCH-0773,PLR-004,Erling Haaland,Knights,Goalkeeper,0,0,0,54.8,90,6.3
MCH-0595,PLR-017,Antoine Griezmann,Centurions,Midfielder,0,1,5,71.8,90,6.8
MCH-1122,PLR-045,Player 9,Ironclads,Midfielder,0,0,4,67.2,90,7.4
MCH-0922,PLR-025,Harry Maguire,Centurions,Midfielder,0,0,2,76.7,90,6.9
MCH-0933,PLR-019,Vinicius Jr,Wizards,Goalkeeper,0,0,0,63.6,90,6.3
MCH-0901,PLR-049,Player 13,Phoenix FC,Defender,0,1,4,74.5,90,7.5
MCH-1414,PLR-009,Luka Modric,Ironclads,Midfielder,0,1,2,73.2,90,6.9
MCH-0767,PLR-004,Erling Haaland,Knights,Goalkeeper,0,0,0,73.7,90,6.7
MCH-0825,PLR-017,Antoine Griezmann,Centurions,Midfielder,0,0,2,74.8,90,6.1
MCH-1977,PLR-002,Cristiano Ronaldo,Titans,Forward,0,1,0,81.9,90,6.8
MCH-1574,PLR-039,Player 3,Vipers,Midfielder,0,1,2,84.4,90,7.3
MCH-1144,PLR-013,Marcus Rashford,Thunderbolts,Midfielder,0,0,5,77.1,90,6.8
MCH-0623,PLR-004,Erling Haaland,Knights,Goalkeeper,0,0,0,62.4,90,7.3
MCH-0360,PLR-042,Player 6,Titans,Midfielder,1,1,4,74.5,90,8.4
MCH-1999,PLR-017,Antoine Griezmann,Centurions,Midfielder,0,0,5,95.0,90,6.6
MCH-0945,PLR-047,Player 11,Strikers,Defender,0,0,4,77.1,90,7.6
MCH-0881,PLR-037,Player 1,Strikers,Defender,0,0,5,67.0,90,8.1
MCH-1278,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,1,5,85.7,90,6.5
MCH-1174,PLR-009,Luka Modric,Ironclads,Midfielder,1,0,1,68.5,90,7.7
MCH-0778,PLR-046,Player 10,Strikers,Forward,0,0,0,71.2,90,5.5
MCH-1640,PLR-006,Mohamed Salah,Centurions,Midfielder,0,1,3,77.9,90,8.1
MCH-0908,PLR-004,Erling Haaland,Knights,Goalkeeper,0,0,0,50.9,90,6.1
MCH-1604,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,59.2,90,7.2
MCH-0979,PLR-019,Vinicius Jr,Wizards,Goalkeeper,0,0,0,62.7,90,7.0
MCH-1189,PLR-049,Player 13,Phoenix FC,Defender,0,0,7,89.0,90,6.2
MCH-0170,PLR-034,Reece James,Ironclads,Forward,1,1,2,69.6,90,8.8
MCH-0629,PLR-036,Player 0,Thunderbolts,Goalkeeper,0,0,0,51.3,90,6.4
MCH-1367,PLR-049,Player 13,Phoenix FC,Defender,0,0,6,84.1,45,7.6
MCH-1819,PLR-045,Player 9,Ironclads,Midfielder,0,0,2,69.1,90,6.8
MCH-1585,PLR-048,Player 12,Phoenix FC,Midfielder,0,0,5,86.8,90,6.9
MCH-0184,PLR-028,Trent Alexander-Arnold,Strikers,Defender,0,0,4,71.2,90,7.3
MCH-1433,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,0,1,66.1,90,6.7
MCH-0353,PLR-043,Player 7,Centurions,Midfielder,0,1,4,82.9,90,6.5
MCH-0344,PLR-035,Ben Chilwell,Centurions,Midfielder,0,1,3,77.4,90,7.3
MCH-0979,PLR-033,Thiago Silva,Knights,Goalkeeper,0,0,0,63.1,90,6.6
MCH-1122,PLR-012,Bruno Fernandes,Wizards,Midfielder,0,0,4,80.6,90,7.2
MCH-0067,PLR-042,Player 6,Titans,Midfielder,0,1,2,77.5,45,5.9
MCH-0550,PLR-010,Virgil van Dijk,Thunderbolts,Forward,1,2,1,65.2,45,8.9
MCH-0300,PLR-034,Reece James,Ironclads,Forward,1,0,0,65.9,90,7.1
MCH-1221,PLR-010,Virgil van Dijk,Thunderbolts,Forward,0,0,2,88.1,90,5.8
MCH-0195,PLR-048,Player 12,Phoenix FC,Midfielder,0,1,5,76.9,45,7.8
MCH-1906,PLR-022,Pedri,Gladiators,Defender,0,0,6,84.5,60,7.5
MCH-0261,PLR-015,Bukayo Saka,Titans,Defender,0,0,9,77.9,45,7.6
MCH-0192,PLR-017,Antoine Griezmann,Centurions,Midfielder,0,1,5,65.4,90,7.9
MCH-0997,PLR-038,Player 2,Ironclads,Defender,0,0,8,89.8,90,8.3
MCH-0140,PLR-003,Kylian Mbappe,Vipers,Defender,0,0,6,81.1,15,7.8
MCH-1776,PLR-003,Kylian Mbappe,Vipers,Defender,0,0,6,82.2,90,6.6
MCH-1437,PLR-013,Marcus Rashford,Thunderbolts,Midfielder,0,1,5,79.3,90,6.4
