CustomerID,Gender,Age,Location,SignupDate,LastPurchaseDate,OrderCount,TotalSpend,FavCategory,AverageRating,Recency,Frequency,Monetary,ChurnRisk
CUST-03228,Female,18,Urban,2024-04-12,2024-11-05,28,130939.14,Home Decor,4.5,422,28,130939.14,0
CUST-03229,Male,34,Urban,2023-05-14,2024-05-09,9,124744.61,Electronics,4.3,602,9,124744.61,0
CUST-03230,Female,63,Suburban,2023-08-16,2024-08-11,8,4996.99,Books,5.0,508,8,4996.99,0
CUST-03231,Female,52,Metro,2024-12-04,2025-09-21,7,103080.31,Electronics,4.5,102,7,103080.31,0
CUST-03232,Female,69,Urban,2024-07-14,2024-09-03,26,44251.86,Apparel,4.5,485,26,44251.86,0
CUST-03233,Male,54,Metro,2024-11-29,2025-09-03,12,14037.13,Beauty,4.7,120,12,14037.13,0
CUST-03234,Female,47,Urban,2024-04-14,2024-08-13,28,135031.91,Home Decor,4.0,506,28,135031.91,0
CUST-03235,Female,34,Urban,2024-06-01,2025-01-28,39,563989.88,Electronics,3.9,338,39,563989.88,0
CUST-03236,Male,20,Metro,2024-09-14,2024-10-03,13,15733.93,Beauty,4.0,455,13,15733.93,0
CUST-03237,Female,34,Rural,2023-05-29,2024-10-29,21,34057.59,Beauty,3.5,429,21,34057.59,0
CUST-03238,Female,65,Urban,2023-11-21,2024-06-26,34,370068.98,Electronics,4.8,554,34,370068.98,0
CUST-03239,Female,52,Suburban,2024-02-23,2025-10-12,26,58835.52,Apparel,4.2,81,26,58835.52,0
CUST-03240,Female,68,Metro,2023-12-20,2024-11-29,24,37161.23,Beauty,4.1,398,24,37161.23,0
CUST-03241,Female,32,Urban,2024-08-14,2025-05-31,11,38454.98,Home Decor,4.0,215,11,38454.98,0
CUST-03242,Female,63,Metro,2023-09-29,2024-01-25,25,378825.0,Electronics,4.5,707,25,378825.0,0
CUST-03243,Female,32,Metro,2023-07-27,2023-12-09,17,73684.65,Home Decor,4.9,754,17,73684.65,0
CUST-03244,Male,43,Metro,2023-12-31,2025-08-28,40,55675.44,Beauty,4.9,126,40,55675.44,0
CUST-03245,Female,47,Suburban,2024-06-18,2024-08-19,17,55273.08,Home Decor,3.5,500,17,55273.08,0
CUST-03246,Male,51,Urban,2023-11-28,2024-07-18,7,9123.49,Beauty,3.6,532,7,9123.49,0
CUST-03247,Male,23,Urban,2024-12-26,2025-09-14,63,112497.17,Apparel,3.6,109,63,112497.17,0
CUST-03248,Female,56,Suburban,2023-06-02,2024-09-26,23,106428.67,Home Decor,3.6,462,23,106428.67,0
CUST-03249,Female,39,Suburban,2024-06-23,2024-10-04,19,27977.44,Beauty,4.7,454,19,27977.44,0
CUST-03250,Male,25,Urban,2024-12-26,2025-01-02,31,29233.75,Books,4.1,364,31,29233.75,0
CUST-03251,Male,19,Metro,2023-06-13,2023-09-02,24,360902.87,Electronics,3.8,852,24,360902.87,0
CUST-03252,Female,48,Metro,2024-03-17,2025-07-01,4,9266.06,Apparel,3.5,184,4,9266.06,0
CUST-03253,Male,64,Metro,2024-09-03,2025-08-07,46,38580.87,Books,3.6,147,46,38580.87,0
CUST-03254,Male,28,Metro,2024-03-09,2024-07-13,22,290608.48,Electronics,3.9,537,22,290608.48,0
CUST-03255,Male,44,Suburban,2024-04-23,2024-08-04,13,19631.21,Beauty,4.7,515,13,19631.21,0
CUST-03256,Male,20,Metro,2024-03-15,2025-09-19,26,497540.14,Electronics,3.8,104,26,497540.14,0
CUST-03257,Female,21,Suburban,2024-12-15,2025-12-01,27,25848.09,Books,4.8,31,27,25848.09,0
CUST-03258,Female,23,Rural,2024-06-11,2025-01-06,52,94597.84,Apparel,4.2,360,52,94597.84,0
CUST-03259,Male,20,Urban,2024-10-24,2025-12-08,7,27785.23,Home Decor,4.0,24,7,27785.23,0
CUST-03260,Male,57,Urban,2024-01-14,2024-08-23,21,46331.58,Apparel,3.9,496,21,46331.58,0
CUST-03261,Female,46,Urban,2023-02-26,2024-07-20,16,19868.04,Beauty,3.8,530,16,19868.04,0
CUST-03262,Male,37,Metro,2024-03-08,2025-06-01,18,27329.09,Beauty,4.5,214,18,27329.09,0
CUST-03263,Male,29,Rural,2024-09-16,2025-08-27,38,151112.45,Home Decor,4.9,127,38,151112.45,0
CUST-03264,Female,39,Suburban,2024-11-16,2025-03-16,6,80274.76,Electronics,4.5,291,6,80274.76,0
CUST-03265,Male,48,Metro,2024-04-21,2025-07-08,24,75249.13,Home Decor,4.9,177,24,75249.13,0
CUST-03266,Female,58,Metro,2024-05-28,2025-12-23,14,66953.78,Home Decor,4.3,9,14,66953.78,0
CUST-03267,Female,20,Urban,2023-08-26,2024-03-23,28,18548.63,Books,3.9,649,28,18548.63,0
CUST-03268,Female,35,Metro,2024-02-13,2025-04-17,20,284429.03,Electronics,3.4,259,20,284429.03,0
CUST-03269,Female,22,Suburban,2024-06-12,2025-02-22,21,388459.28,Electronics,4.0,313,21,388459.28,0
CUST-03270,Female,32,Rural,2023-11-17,2024-12-07,37,52547.26,Beauty,4.4,390,37,52547.26,0
CUST-03271,Female,38,Metro,2024-01-28,2024-09-22,44,81632.93,Apparel,4.4,466,44,81632.93,0
CUST-03272,Female,19,Rural,2024-10-14,2025-06-04,14,19137.91,Beauty,3.8,211,14,19137.91,0
CUST-03273,Male,65,Metro,2024-12-15,2025-05-13,4,4628.31,Apparel,4.4,233,4,4628.31,0
CUST-03274,Male,46,Metro,2024-06-19,2024-11-04,11,156101.97,Electronics,3.4,423,11,156101.97,0
CUST-03275,Male,58,Rural,2024-11-27,2025-02-27,13,21702.98,Apparel,4.9,308,13,21702.98,0
CUST-03276,Male,65,Metro,2024-11-20,2025-08-19,20,37333.42,Apparel,4.0,135,20,37333.42,0
CUST-03277,Male,55,Metro,2023-11-06,2025-02-27,28,59752.56,Apparel,4.9,308,28,59752.56,0
CUST-03278,Male,18,Urban,2023-05-02,2025-12-30,27,45932.57,Beauty,4.8,2,27,45932.57,0
CUST-03279,Female,46,Metro,2023-12-17,2024-06-02,25,28576.31,Beauty,4.9,578,25,28576.31,0
CUST-03280,Female,62,Metro,2024-05-27,2025-08-02,30,504412.49,Electronics,4.8,152,30,504412.49,0
CUST-03281,Female,68,Urban,2024-05-10,2024-08-09,25,24495.36,Books,3.9,510,25,24495.36,0
CUST-03282,Female,65,Urban,2024-08-20,2025-02-06,29,64955.85,Apparel,4.7,329,29,64955.85,0
CUST-03283,Male,21,Urban,2024-10-12,2025-03-11,13,11013.41,Books,4.8,296,13,11013.41,0
CUST-03284,Male,26,Metro,2024-03-25,2024-07-28,26,17800.51,Books,4.0,522,26,17800.51,0
CUST-03285,Female,30,Urban,2024-03-10,2024-11-10,18,278980.85,Electronics,4.8,417,18,278980.85,0
CUST-03286,Male,68,Rural,2024-08-20,2025-10-29,11,14002.38,Beauty,3.8,64,11,14002.38,0
CUST-03287,Male,44,Metro,2023-12-11,2025-03-07,21,24789.01,Beauty,3.4,300,21,24789.01,0
CUST-03288,Male,21,Urban,2024-12-23,2025-08-04,26,21235.85,Books,3.6,150,26,21235.85,0
CUST-03289,Female,21,Suburban,2023-07-04,2023-11-14,12,40930.99,Home Decor,3.5,779,12,40930.99,0
CUST-03290,Male,56,Urban,2024-12-20,2025-04-18,28,41411.72,Beauty,4.8,258,28,41411.72,0
CUST-03291,Female,63,Urban,2024-12-20,2025-03-11,14,24560.69,Apparel,4.9,296,14,24560.69,0
CUST-03292,Male,49,Urban,2023-10-26,2025-12-31,14,263742.99,Electronics,3.7,1,14,263742.99,0
CUST-03293,Female,20,Suburban,2024-03-23,2025-02-26,3,3337.4,Beauty,4.0,309,3,3337.4,0
CUST-03294,Male,66,Metro,2023-12-30,2025-03-07,5,97227.37,Electronics,3.8,300,5,97227.37,0
CUST-03295,Female,19,Urban,2023-08-20,2024-04-03,23,328695.46,Electronics,4.8,638,23,328695.46,0
CUST-03296,Male,32,Urban,2024-10-20,2025-08-16,34,132867.84,Home Decor,5.0,138,34,132867.84,0
CUST-03297,Female,59,Urban,2023-08-20,2025-06-09,11,23979.57,Apparel,4.0,206,11,23979.57,0
CUST-03298,Male,24,Rural,2024-10-06,2025-11-21,21,289000.86,Electronics,4.3,41,21,289000.86,0
CUST-03299,Male,28,Urban,2023-09-24,2025-10-19,9,6032.34,Books,4.1,74,9,6032.34,0
CUST-03300,Female,45,Metro,2024-04-30,2024-06-23,16,29592.88,Beauty,4.9,557,16,29592.88,0
CUST-03301,Male,45,Urban,2023-12-19,2024-08-16,18,11330.78,Books,4.3,503,18,11330.78,0
CUST-03302,Female,41,Rural,2024-12-02,2025-12-20,44,51358.98,Beauty,3.8,12,44,51358.98,0
CUST-03303,Male,62,Suburban,2023-11-16,2025-06-09,18,15949.08,Books,3.7,206,18,15949.08,0
CUST-03304,Female,41,Urban,2024-01-28,2024-04-02,9,107540.77,Electronics,4.7,639,9,107540.77,0
CUST-03305,Female,26,Rural,2023-12-07,2025-07-19,15,22070.1,Beauty,4.7,166,15,22070.1,0
CUST-03306,Female,37,Metro,2023-09-29,2024-08-31,9,7461.81,Books,4.6,488,9,7461.81,0
CUST-03307,Male,41,Rural,2023-12-26,2024-04-26,16,219385.03,Electronics,3.6,615,16,219385.03,0
CUST-03308,Female,46,Urban,2024-11-18,2025-01-10,33,112604.55,Home Decor,3.5,356,33,112604.55,0
CUST-03309,Female,65,Suburban,2024-11-08,2025-06-04,9,170417.39,Electronics,4.8,211,9,170417.39,0
CUST-03310,Male,61,Metro,2024-03-03,2025-06-05,20,73403.42,Home Decor,3.9,210,20,73403.42,0
CUST-03311,Female,20,Suburban,2024-01-15,2025-08-21,17,57700.64,Home Decor,4.3,133,17,57700.64,0
CUST-03312,Male,36,Urban,2023-04-28,2024-05-17,10,51491.94,Home Decor,3.5,594,10,51491.94,0
CUST-03313,Female,26,Metro,2024-11-08,2025-02-15,32,81639.63,Home Decor,4.3,320,32,81639.63,0
CUST-03314,Female,18,Metro,2023-12-30,2024-01-05,16,23030.01,Beauty,4.1,727,16,23030.01,0
CUST-03315,Male,33,Metro,2024-08-25,2025-12-28,24,37858.29,Beauty,3.7,4,24,37858.29,0
CUST-03316,Female,20,Rural,2024-07-16,2024-10-20,7,79387.03,Electronics,3.9,438,7,79387.03,0
CUST-03317,Male,60,Metro,2023-01-03,2025-05-29,30,23072.9,Books,4.0,217,30,23072.9,0
CUST-03318,Male,51,Metro,2024-04-24,2025-09-11,10,42318.88,Home Decor,4.9,112,10,42318.88,0
CUST-03319,Female,58,Rural,2024-11-08,2025-12-18,8,4957.8,Books,4.4,14,8,4957.8,0
CUST-03320,Female,26,Metro,2023-10-05,2025-10-31,25,121485.94,Home Decor,3.7,62,25,121485.94,0
CUST-03321,Male,37,Urban,2024-10-19,2025-09-07,31,23177.11,Books,3.7,116,31,23177.11,0
CUST-03322,Male,51,Suburban,2024-01-16,2024-03-22,12,67860.3,Home Decor,5.0,650,12,67860.3,0
CUST-03323,Female,19,Metro,2024-05-04,2025-05-25,34,69159.06,Apparel,5.0,221,34,69159.06,0
CUST-03324,Female,51,Metro,2023-10-05,2025-07-27,52,45170.3,Books,4.7,158,52,45170.3,0
CUST-03325,Female,27,Urban,2024-10-16,2025-02-15,14,181519.68,Electronics,3.9,320,14,181519.68,0
CUST-03326,Male,28,Metro,2023-02-17,2025-12-05,57,81031.66,Beauty,4.7,27,57,81031.66,0
CUST-03327,Male,18,Rural,2024-11-22,2024-12-28,32,25860.88,Books,3.6,369,32,25860.88,0
CUST-03328,Female,68,Metro,2024-06-30,2024-10-03,20,17081.79,Books,3.9,455,20,17081.79,0
CUST-03329,Female,21,Metro,2024-06-30,2025-01-16,14,21784.18,Beauty,4.5,350,14,21784.18,0
CUST-03330,Female,61,Metro,2023-01-25,2024-01-18,12,32506.79,Apparel,3.9,714,12,32506.79,0
CUST-03331,Female,46,Metro,2024-08-12,2025-03-15,25,41812.75,Beauty,3.4,292,25,41812.75,0
CUST-03332,Female,66,Urban,2023-07-28,2024-08-02,12,53439.13,Home Decor,4.2,517,12,53439.13,0
CUST-03333,Female,52,Suburban,2023-10-09,2024-06-16,25,134596.57,Home Decor,3.6,564,25,134596.57,0
CUST-03334,Female,56,Urban,2023-05-01,2025-07-09,26,88291.14,Home Decor,3.6,176,26,88291.14,0
CUST-03335,Male,63,Urban,2023-11-11,2024-02-04,5,13576.73,Home Decor,4.8,697,5,13576.73,0
CUST-03336,Male,55,Suburban,2024-09-08,2024-10-23,6,102143.94,Electronics,4.1,435,6,102143.94,0
CUST-03337,Female,64,Rural,2024-07-26,2025-05-30,13,21909.65,Beauty,3.7,216,13,21909.65,0
CUST-03338,Female,62,Suburban,2023-09-21,2024-03-30,24,108633.78,Home Decor,4.9,642,24,108633.78,0
CUST-03339,Female,39,Metro,2023-08-06,2025-05-27,52,42659.43,Books,4.2,219,52,42659.43,0
CUST-03340,Female,47,Rural,2023-09-24,2025-01-27,28,111862.17,Home Decor,3.6,339,28,111862.17,0
CUST-03341,Male,58,Urban,2024-04-02,2024-12-18,24,20105.43,Books,4.7,379,24,20105.43,0
CUST-03342,Female,47,Urban,2023-02-02,2023-09-04,7,3092.12,Books,4.9,850,7,3092.12,1
CUST-03343,Male,59,Metro,2024-04-24,2025-05-10,14,23062.87,Beauty,3.6,236,14,23062.87,0
CUST-03344,Female,46,Metro,2024-05-18,2025-11-11,9,11606.41,Apparel,4.6,51,9,11606.41,0
CUST-03345,Female,30,Metro,2024-11-19,2025-12-29,22,40945.52,Apparel,4.3,3,22,40945.52,0
CUST-03346,Male,45,Metro,2023-02-10,2024-08-29,19,36089.51,Beauty,3.9,490,19,36089.51,0
CUST-03347,Female,28,Suburban,2023-05-11,2024-08-12,36,617794.36,Electronics,4.5,507,36,617794.36,0
CUST-03348,Male,44,Urban,2024-10-08,2025-11-12,8,7056.26,Books,4.7,50,8,7056.26,0
CUST-03349,Male,30,Metro,2023-08-27,2025-01-15,20,264273.41,Electronics,3.7,351,20,264273.41,0
CUST-03350,Male,22,Urban,2024-02-27,2024-08-07,11,37223.11,Home Decor,3.6,512,11,37223.11,0
CUST-03351,Male,23,Metro,2023-10-13,2025-03-20,42,30284.34,Books,4.9,287,42,30284.34,0
CUST-03352,Female,48,Metro,2023-01-22,2023-03-28,50,36336.16,Books,4.9,1010,50,36336.16,1
CUST-03353,Male,58,Urban,2024-05-27,2024-07-12,3,1587.88,Books,4.4,538,3,1587.88,0
CUST-03354,Female,68,Metro,2024-03-23,2025-12-11,13,48015.08,Home Decor,3.6,21,13,48015.08,0
CUST-03355,Female,41,Suburban,2024-10-29,2025-12-23,13,171324.04,Electronics,4.4,9,13,171324.04,0
CUST-03356,Female,62,Rural,2023-07-29,2024-11-03,8,6829.75,Books,3.6,424,8,6829.75,0
CUST-03357,Male,47,Metro,2024-01-02,2025-02-04,3,80023.45,Electronics,4.0,331,3,80023.45,0
CUST-03358,Male,19,Metro,2024-04-18,2025-04-25,20,16444.55,Books,4.0,251,20,16444.55,0
CUST-03359,Male,20,Metro,2024-07-29,2025-02-08,22,15359.37,Books,4.7,327,22,15359.37,0
CUST-03360,Female,68,Urban,2023-07-13,2024-05-01,27,31773.97,Beauty,4.1,610,27,31773.97,0
CUST-03361,Female,25,Metro,2024-10-25,2025-01-04,35,605223.49,Electronics,3.5,362,35,605223.49,0
CUST-03362,Male,53,Metro,2024-02-14,2025-08-13,38,70833.75,Apparel,3.6,141,38,70833.75,0
CUST-03363,Female,44,Rural,2024-07-10,2024-11-01,33,29721.35,Books,3.4,426,33,29721.35,0
CUST-03364,Male,31,Suburban,2024-01-28,2025-10-05,1,814.4,Beauty,3.8,88,1,814.4,0
CUST-03365,Female,58,Metro,2023-05-19,2024-05-30,22,51844.98,Apparel,3.6,581,22,51844.98,0
CUST-03366,Male,46,Metro,2023-09-22,2023-09-26,9,42442.67,Home Decor,3.8,828,9,42442.67,0
CUST-03367,Female,35,Urban,2023-07-22,2024-03-25,16,15412.38,Books,4.8,647,16,15412.38,0
CUST-03368,Female,26,Suburban,2024-07-23,2024-07-28,22,27913.19,Beauty,3.9,522,22,27913.19,0
CUST-03369,Male,61,Suburban,2024-02-29,2025-12-26,30,72749.29,Apparel,3.9,6,30,72749.29,0
CUST-03370,Male,47,Suburban,2024-12-16,2024-12-26,37,62918.93,Apparel,3.7,371,37,62918.93,0
CUST-03371,Female,18,Metro,2023-11-29,2024-12-24,33,28873.48,Books,4.5,373,33,28873.48,0
CUST-03372,Male,50,Metro,2023-12-23,2024-05-10,12,60690.93,Home Decor,3.8,601,12,60690.93,0
CUST-03373,Female,44,Metro,2023-04-26,2023-08-24,30,36976.15,Beauty,4.7,861,30,36976.15,1
CUST-03374,Male,59,Metro,2024-09-02,2025-09-22,8,20397.21,Apparel,4.7,101,8,20397.21,0
CUST-03375,Female,66,Urban,2023-09-27,2025-06-10,10,7136.84,Books,4.5,205,10,7136.84,0
CUST-03376,Male,22,Rural,2023-06-27,2024-10-31,10,20941.46,Apparel,4.1,427,10,20941.46,0
CUST-03377,Male,45,Rural,2024-02-19,2024-11-14,2,3602.38,Beauty,4.8,413,2,3602.38,0
CUST-03378,Female,56,Urban,2023-06-30,2024-11-30,25,46513.93,Apparel,4.0,397,25,46513.93,0
CUST-03379,Male,57,Metro,2024-08-23,2025-01-27,15,191628.58,Electronics,3.6,339,15,191628.58,0
CUST-03380,Female,66,Urban,2023-12-03,2025-01-17,34,97901.23,Home Decor,4.1,349,34,97901.23,0
CUST-03381,Male,33,Urban,2024-08-31,2024-09-27,13,19497.27,Apparel,3.4,461,13,19497.27,0
CUST-03382,Male,55,Urban,2024-09-16,2025-04-05,18,31170.96,Apparel,3.8,271,18,31170.96,0
CUST-03383,Female,52,Urban,2024-08-15,2025-08-17,19,265994.25,Electronics,3.9,137,19,265994.25,0
CUST-03384,Male,36,Rural,2024-02-21,2025-10-07,19,88604.09,Home Decor,4.0,86,19,88604.09,0
CUST-03385,Male,69,Urban,2024-11-01,2025-12-30,16,12853.22,Books,3.5,2,16,12853.22,0
CUST-03386,Male,53,Metro,2023-03-10,2023-10-25,23,19276.79,Books,4.1,799,23,19276.79,1
CUST-03387,Female,61,Suburban,2024-02-28,2024-08-29,6,124299.65,Electronics,4.8,490,6,124299.65,0
CUST-03388,Male,64,Suburban,2024-10-14,2025-12-11,36,30259.89,Books,3.4,21,36,30259.89,0
CUST-03389,Male,42,Metro,2023-03-28,2024-11-26,28,22872.89,Books,4.6,401,28,22872.89,0
CUST-03390,Female,55,Rural,2023-10-04,2024-04-07,6,16873.63,Home Decor,4.9,634,6,16873.63,0
CUST-03391,Male,44,Metro,2024-02-03,2025-03-06,33,53518.77,Apparel,4.2,301,33,53518.77,0
CUST-03392,Female,53,Metro,2023-01-11,2025-05-12,18,26771.09,Beauty,3.6,234,18,26771.09,0
CUST-03393,Female,33,Metro,2024-10-17,2025-04-24,11,45088.28,Home Decor,4.3,252,11,45088.28,0
CUST-03394,Male,27,Suburban,2023-08-20,2023-08-29,25,105081.61,Home Decor,3.8,856,25,105081.61,0
CUST-03395,Male,46,Rural,2024-05-21,2025-12-17,25,110997.07,Home Decor,5.0,15,25,110997.07,0
CUST-03396,Female,44,Urban,2023-12-30,2025-06-25,7,11083.58,Books,4.0,190,7,11083.58,0
CUST-03397,Female,55,Metro,2024-01-11,2025-07-24,21,84914.51,Home Decor,4.5,161,21,84914.51,0
CUST-03398,Female,54,Metro,2023-08-08,2023-11-26,24,20567.16,Books,3.8,767,24,20567.16,1
CUST-03399,Male,44,Suburban,2023-12-29,2025-03-14,31,22033.03,Books,3.8,293,31,22033.03,0
CUST-03400,Female,45,Rural,2024-12-28,2025-07-18,21,46942.71,Apparel,4.6,167,21,46942.71,0
CUST-03401,Female,26,Urban,2024-03-22,2024-06-13,17,271535.25,Electronics,3.5,567,17,271535.25,0
CUST-03402,Female,55,Metro,2024-04-28,2024-12-16,8,166526.9,Electronics,3.7,381,8,166526.9,0
CUST-03403,Male,22,Suburban,2024-08-03,2024-11-04,9,12776.44,Beauty,3.6,423,9,12776.44,0
CUST-03404,Female,47,Metro,2024-09-21,2025-05-25,13,9604.34,Books,3.6,221,13,9604.34,0
CUST-03405,Female,48,Urban,2024-08-17,2024-11-08,13,79674.66,Home Decor,4.2,419,13,79674.66,0
CUST-03406,Female,61,Rural,2024-02-03,2024-04-23,18,25816.01,Beauty,5.0,618,18,25816.01,0
CUST-03407,Female,67,Metro,2024-12-15,2025-10-08,5,11104.5,Apparel,4.6,85,5,11104.5,0
CUST-03408,Female,54,Metro,2023-08-08,2024-09-05,10,13241.7,Apparel,3.6,483,10,13241.7,0
CUST-03409,Female,55,Suburban,2023-11-18,2024-10-21,22,101722.21,Home Decor,4.7,437,22,101722.21,0
CUST-03410,Male,44,Suburban,2023-12-14,2025-10-14,17,28271.33,Apparel,3.7,79,17,28271.33,0
CUST-03411,Male,65,Rural,2023-12-23,2024-07-19,36,71135.57,Apparel,3.6,531,36,71135.57,0
CUST-03412,Female,18,Metro,2024-05-29,2024-11-23,19,262933.71,Electronics,3.4,404,19,262933.71,0
CUST-03413,Female,27,Urban,2023-02-26,2023-07-18,5,60244.97,Electronics,4.8,898,5,60244.97,0
CUST-03414,Male,68,Metro,2024-03-28,2024-07-12,25,39604.22,Beauty,4.8,538,25,39604.22,0
CUST-03415,Female,58,Rural,2024-08-13,2025-09-15,8,23523.15,Apparel,4.2,108,8,23523.15,0
CUST-03416,Male,36,Urban,2023-08-21,2024-08-14,18,27511.84,Beauty,4.2,505,18,27511.84,0
CUST-03417,Male,30,Rural,2024-11-17,2025-04-21,11,9816.1,Beauty,3.7,255,11,9816.1,0
CUST-03418,Male,51,Metro,2024-04-17,2024-12-20,21,48131.1,Apparel,4.0,377,21,48131.1,0
CUST-03419,Female,60,Rural,2024-07-03,2025-06-15,64,86795.43,Beauty,4.0,200,64,86795.43,0
CUST-03420,Male,19,Metro,2023-07-04,2025-01-12,8,16113.67,Apparel,4.9,354,8,16113.67,0
CUST-03421,Male,30,Suburban,2023-11-26,2024-03-08,27,45072.17,Beauty,4.3,664,27,45072.17,0
CUST-03422,Female,52,Metro,2023-03-01,2024-06-01,52,66511.05,Beauty,4.6,579,52,66511.05,0
CUST-03423,Female,60,Metro,2023-06-05,2025-03-12,11,57210.71,Home Decor,4.2,295,11,57210.71,0
CUST-03424,Male,60,Suburban,2023-05-30,2025-07-17,4,7991.68,Apparel,3.5,168,4,7991.68,0
CUST-03425,Female,21,Urban,2023-05-14,2023-06-16,3,1099.96,Books,3.6,930,3,1099.96,1
CUST-03426,Female,66,Rural,2023-07-23,2024-01-21,3,11577.38,Home Decor,4.0,711,3,11577.38,0
CUST-03427,Female,38,Urban,2024-07-14,2024-09-24,31,73736.85,Apparel,4.4,464,31,73736.85,0
CUST-03428,Male,44,Urban,2024-04-22,2025-09-29,17,26622.17,Beauty,4.7,94,17,26622.17,0
CUST-03429,Male,55,Suburban,2024-02-14,2024-06-27,3,3409.81,Books,5.0,553,3,3409.81,0
CUST-03430,Male,39,Metro,2024-09-13,2025-04-05,9,8097.58,Books,3.7,271,9,8097.58,0
CUST-03431,Male,69,Urban,2024-05-19,2024-09-01,18,12473.56,Books,3.7,487,18,12473.56,0
CUST-03432,Female,60,Urban,2023-02-06,2023-02-07,20,35827.93,Beauty,4.8,1059,20,35827.93,1
CUST-03433,Male,34,Suburban,2024-05-07,2025-12-02,9,20464.43,Apparel,5.0,30,9,20464.43,0
CUST-03434,Female,47,Rural,2024-08-01,2025-09-10,26,21796.38,Books,3.9,113,26,21796.38,0
CUST-03435,Female,23,Metro,2023-08-31,2023-10-30,20,352583.22,Electronics,4.3,794,20,352583.22,0
CUST-03436,Male,25,Suburban,2023-03-01,2025-05-13,9,21780.51,Apparel,4.0,233,9,21780.51,0
CUST-03437,Male,52,Metro,2024-09-12,2025-11-12,12,28201.51,Apparel,4.4,50,12,28201.51,0
CUST-03438,Male,50,Metro,2024-05-19,2024-11-21,16,30415.91,Apparel,3.9,406,16,30415.91,0
CUST-03439,Male,42,Urban,2023-02-02,2025-03-20,50,40769.3,Books,3.8,287,50,40769.3,0
CUST-03440,Male,46,Urban,2024-06-09,2024-09-01,40,179564.02,Home Decor,3.5,487,40,179564.02,0
CUST-03441,Female,44,Metro,2024-11-27,2024-12-30,17,32170.05,Beauty,4.6,367,17,32170.05,0
CUST-03442,Female,22,Metro,2023-09-18,2024-07-07,26,434962.66,Electronics,4.4,543,26,434962.66,0
CUST-03443,Female,60,Urban,2024-10-20,2025-01-30,14,20561.19,Beauty,3.5,336,14,20561.19,0
CUST-03444,Female,56,Urban,2024-03-31,2024-09-27,18,28477.88,Beauty,3.9,461,18,28477.88,0
CUST-03445,Female,49,Suburban,2023-02-01,2025-02-10,16,25996.33,Beauty,4.0,325,16,25996.33,0
CUST-03446,Male,53,Metro,2023-11-28,2023-12-13,15,17868.47,Books,4.4,750,15,17868.47,0
CUST-03447,Female,36,Rural,2024-03-21,2024-04-09,16,28280.76,Apparel,3.4,632,16,28280.76,0
CUST-03448,Female,50,Metro,2023-05-08,2025-06-12,25,15213.22,Books,3.9,203,25,15213.22,0
CUST-03449,Female,31,Rural,2023-05-25,2025-08-14,8,15418.96,Beauty,4.6,140,8,15418.96,0
CUST-03450,Female,22,Metro,2023-05-06,2024-05-07,35,53989.99,Apparel,4.9,604,35,53989.99,0
CUST-03451,Male,61,Urban,2023-05-10,2024-03-03,13,16350.69,Apparel,3.7,669,13,16350.69,0
CUST-03452,Female,41,Urban,2024-09-13,2025-09-17,8,34947.03,Home Decor,3.8,106,8,34947.03,0
CUST-03453,Male,31,Urban,2023-12-26,2025-08-06,22,16373.11,Books,4.2,148,22,16373.11,0
CUST-03454,Female,37,Urban,2024-11-15,2025-06-13,20,414566.4,Electronics,4.0,202,20,414566.4,0
CUST-03455,Female,32,Metro,2024-02-29,2024-09-01,17,25666.59,Beauty,5.0,487,17,25666.59,0
CUST-03456,Female,51,Urban,2023-09-01,2024-11-30,25,41389.2,Beauty,4.8,397,25,41389.2,0
CUST-03457,Male,48,Suburban,2023-11-08,2025-02-15,28,54708.51,Apparel,3.6,320,28,54708.51,0
CUST-03458,Male,19,Metro,2023-09-10,2025-08-08,5,5900.39,Books,4.0,146,5,5900.39,0
CUST-03459,Female,35,Rural,2023-11-28,2024-09-05,11,20690.31,Beauty,4.9,483,11,20690.31,0
CUST-03460,Male,20,Suburban,2023-04-18,2025-06-22,29,114971.94,Home Decor,4.1,193,29,114971.94,0
CUST-03461,Male,49,Metro,2023-01-02,2025-09-13,5,46954.28,Electronics,4.8,110,5,46954.28,0
CUST-03462,Male,60,Metro,2023-11-05,2025-09-26,19,14028.21,Books,3.6,97,19,14028.21,0
CUST-03463,Female,65,Metro,2024-02-09,2024-05-16,23,36162.62,Beauty,3.7,595,23,36162.62,0
CUST-03464,Female,44,Suburban,2024-01-16,2025-01-25,9,34862.75,Home Decor,4.5,341,9,34862.75,0
CUST-03465,Female,47,Urban,2023-10-12,2023-12-16,21,32457.5,Beauty,4.6,747,21,32457.5,0
CUST-03466,Female,41,Urban,2024-09-03,2024-12-23,14,8458.2,Books,4.8,374,14,8458.2,0
CUST-03467,Male,41,Metro,2024-07-19,2024-09-02,2,3646.57,Apparel,3.4,486,2,3646.57,0
CUST-03468,Female,54,Urban,2024-11-07,2025-04-20,13,38505.66,Home Decor,4.4,256,13,38505.66,0
CUST-03469,Male,30,Metro,2023-01-04,2023-12-08,7,31565.74,Home Decor,3.6,755,7,31565.74,0
CUST-03470,Female,65,Urban,2023-10-21,2025-01-14,16,64160.29,Home Decor,3.9,352,16,64160.29,0
CUST-03471,Female,39,Rural,2023-11-05,2023-12-10,15,182343.51,Electronics,4.4,753,15,182343.51,0
