MatchID,Date,TeamA,TeamB,TeamA_Score,TeamB_Score,Possession_TeamA,Shots_TeamA,WinProbability,Outcome
MCH-0323,2025-12-21,Knights,Strikers,1,3,60,16,0.5,Team B Win
MCH-0324,2025-12-09,Phoenix FC,Wizards,3,1,43,8,0.5,Team A Win
MCH-0325,2025-04-30,Titans,Gladiators,1,1,40,16,0.5,Draw
MCH-0326,2025-07-27,Wizards,Titans,2,1,47,11,0.5,Team A Win
MCH-0327,2025-02-24,Ironclads,Titans,1,2,42,15,0.5,Team B Win
MCH-0328,2025-03-08,Titans,Knights,0,0,46,14,0.5,Draw
MCH-0329,2025-10-25,Phoenix FC,Vipers,3,2,43,17,0.5,Team A Win
MCH-0330,2025-05-28,Titans,Centurions,1,0,36,17,0.5,Team A Win
MCH-0331,2025-06-08,Strikers,Titans,0,1,52,14,0.5,Team B Win
MCH-0332,2025-04-27,Centurions,Vipers,4,3,43,8,0.5,Team A Win
MCH-0333,2025-10-16,Ironclads,Vipers,0,1,56,7,0.5,Team B Win
MCH-0334,2025-01-05,Centurions,Ironclads,2,3,52,12,0.5,Team B Win
MCH-0335,2025-05-16,Titans,Centurions,0,1,51,5,0.5,Team B Win
MCH-0336,2025-10-16,Phoenix FC,Knights,2,0,36,7,0.5,Team A Win
MCH-0337,2025-09-07,Wizards,Knights,1,2,47,12,0.5,Team B Win
MCH-0338,2025-11-12,Centurions,Strikers,0,1,56,11,0.5,Team B Win
MCH-0339,2025-01-09,Strikers,Ironclads,4,0,47,9,0.5,Team A Win
MCH-0340,2025-05-15,Gladiators,Centurions,1,2,58,6,0.5,Team B Win
MCH-0341,2025-04-19,Titans,Centurions,3,2,47,8,0.5,Team A Win
MCH-0342,2025-12-15,Titans,Gladiators,3,2,38,19,0.5,Team A Win
MCH-0343,2025-09-20,Gladiators,Ironclads,0,3,58,16,0.5,Team B Win
MCH-0344,2025-08-07,Vipers,Knights,3,0,45,16,0.5,Team A Win
MCH-0345,2025-05-07,Wizards,Vipers,1,0,64,11,0.5,Team A Win
MCH-0346,2025-08-22,Ironclads,Wizards,3,2,44,16,0.5,Team A Win
MCH-0347,2025-03-06,Thunderbolts,Ironclads,3,2,51,9,0.65,Team A Win
MCH-0348,2025-07-01,Wizards,Strikers,1,1,44,5,0.5,Draw
MCH-0349,2025-09-30,Knights,Ironclads,1,1,58,13,0.5,Draw
MCH-0350,2025-10-22,Ironclads,Thunderbolts,0,1,52,18,0.35,Team B Win
MCH-0351,2025-08-09,Ironclads,Centurions,0,0,53,7,0.5,Draw
MCH-0352,2025-10-20,Strikers,Thunderbolts,3,1,37,16,0.35,Team A Win
MCH-0353,2025-09-23,Knights,Thunderbolts,3,1,61,14,0.35,Team A Win
MCH-0354,2025-06-01,Phoenix FC,Gladiators,2,1,45,16,0.5,Team A Win
MCH-0355,2025-01-12,Vipers,Wizards,0,2,57,17,0.5,Team B Win
MCH-0356,2025-12-08,Gladiators,Vipers,2,0,51,17,0.5,Team A Win
MCH-0357,2025-08-17,Titans,Strikers,1,0,55,11,0.5,Team A Win
MCH-0358,2025-10-07,Wizards,Gladiators,2,0,60,19,0.5,Team A Win
MCH-0359,2025-09-12,Phoenix FC,Wizards,4,1,40,19,0.5,Team A Win
MCH-0360,2025-06-15,Wizards,Strikers,2,4,64,5,0.5,Team B Win
MCH-0361,2025-04-02,Wizards,Phoenix FC,4,3,63,8,0.5,Team A Win
MCH-0362,2025-03-24,Titans,Gladiators,4,1,62,8,0.5,Team A Win
MCH-0363,2025-10-24,Knights,Vipers,1,3,60,16,0.5,Team B Win
MCH-0364,2025-07-31,Strikers,Vipers,0,0,55,8,0.5,Draw
MCH-0365,2025-10-14,Gladiators,Wizards,1,4,38,17,0.5,Team B Win
MCH-0366,2025-03-03,Thunderbolts,Phoenix FC,1,0,45,17,0.65,Team A Win
MCH-0367,2025-05-05,Titans,Vipers,1,0,42,18,0.5,Team A Win
MCH-0368,2025-11-02,Ironclads,Knights,0,2,64,5,0.5,Team B Win
MCH-0369,2025-04-03,Knights,Vipers,2,1,54,19,0.5,Team A Win
MCH-0370,2025-08-02,Vipers,Phoenix FC,2,1,56,14,0.5,Team A Win
MCH-0371,2025-03-13,Wizards,Phoenix FC,1,2,59,12,0.5,Team B Win
MCH-0372,2025-09-07,Knights,Vipers,0,1,58,19,0.5,Team B Win
MCH-0373,2025-02-22,Wizards,Titans,0,4,40,12,0.5,Team B Win
MCH-0374,2025-07-28,Centurions,Strikers,1,4,61,7,0.5,Team B Win
MCH-0375,2025-06-15,Vipers,Knights,4,2,47,8,0.5,Team A Win
MCH-0376,2025-06-19,Titans,Centurions,4,1,64,6,0.5,Team A Win
MCH-0377,2025-04-22,Knights,Vipers,4,2,48,7,0.5,Team A Win
MCH-0378,2025-05-22,Vipers,Wizards,1,2,48,13,0.5,Team B Win
MCH-0379,2025-02-23,Phoenix FC,Strikers,2,3,53,8,0.5,Team B Win
MCH-0380,2025-10-21,Gladiators,Thunderbolts,3,2,55,14,0.35,Team A Win
MCH-0381,2025-11-22,Vipers,Strikers,3,2,60,6,0.5,Team A Win
MCH-0382,2025-12-25,Gladiators,Wizards,2,1,61,7,0.5,Team A Win
MCH-0383,2025-12-15,Vipers,Titans,0,3,60,19,0.5,Team B Win
MCH-0384,2025-11-29,Gladiators,Knights,0,0,40,10,0.5,Draw
MCH-0385,2025-08-20,Wizards,Thunderbolts,1,2,49,17,0.35,Team B Win
MCH-0386,2025-06-30,Gladiators,Thunderbolts,2,0,46,15,0.35,Team A Win
MCH-0387,2025-06-22,Centurions,Wizards,2,1,43,17,0.5,Team A Win
MCH-0388,2025-07-11,Centurions,Gladiators,2,0,56,13,0.5,Team A Win
MCH-0389,2025-05-11,Strikers,Phoenix FC,3,2,42,13,0.5,Team A Win
MCH-0390,2025-05-12,Ironclads,Vipers,2,3,51,11,0.5,Team B Win
MCH-0391,2025-04-30,Thunderbolts,Strikers,1,0,60,8,0.65,Team A Win
MCH-0392,2025-04-22,Knights,Strikers,1,0,50,5,0.5,Team A Win
MCH-0393,2025-12-19,Centurions,Ironclads,0,0,40,9,0.5,Draw
MCH-0394,2025-05-04,Thunderbolts,Titans,3,1,58,13,0.65,Team A Win
MCH-0395,2025-03-22,Vipers,Knights,4,2,62,14,0.5,Team A Win
MCH-0396,2025-05-15,Strikers,Vipers,1,4,42,18,0.5,Team B Win
MCH-0397,2025-08-05,Strikers,Vipers,1,4,46,6,0.5,Team B Win
MCH-0398,2025-06-07,Wizards,Knights,4,1,53,12,0.5,Team A Win
MCH-0399,2025-05-27,Phoenix FC,Thunderbolts,0,0,52,13,0.35,Draw
MCH-0400,2025-12-06,Ironclads,Knights,1,2,47,5,0.5,Team B Win
MCH-0401,2025-09-27,Centurions,Vipers,0,1,46,15,0.5,Team B Win
MCH-0402,2025-08-02,Gladiators,Phoenix FC,1,2,36,17,0.5,Team B Win
MCH-0403,2025-05-06,Strikers,Wizards,2,1,63,13,0.5,Team A Win
MCH-0404,2025-08-27,Ironclads,Strikers,1,2,56,12,0.5,Team B Win
MCH-0405,2025-05-27,Gladiators,Vipers,1,0,35,10,0.5,Team A Win
MCH-0406,2025-07-21,Strikers,Knights,4,1,61,19,0.5,Team A Win
MCH-0407,2025-08-12,Wizards,Vipers,1,0,36,16,0.5,Team A Win
MCH-0408,2025-05-14,Titans,Ironclads,4,0,35,8,0.5,Team A Win
MCH-0409,2025-05-04,Vipers,Phoenix FC,0,0,64,13,0.5,Draw
MCH-0410,2025-01-02,Gladiators,Thunderbolts,1,2,52,14,0.35,Team B Win
MCH-0411,2025-01-30,Strikers,Wizards,3,0,55,19,0.5,Team A Win
MCH-0412,2025-08-02,Centurions,Phoenix FC,2,0,61,16,0.5,Team A Win
MCH-0413,2025-02-25,Wizards,Thunderbolts,2,4,40,8,0.35,Team B Win
MCH-0414,2025-08-07,Centurions,Strikers,1,0,61,8,0.5,Team A Win
MCH-0415,2025-08-12,Knights,Phoenix FC,0,0,59,13,0.5,Draw
MCH-0416,2025-02-21,Titans,Vipers,4,2,50,15,0.5,Team A Win
MCH-0417,2025-08-09,Gladiators,Centurions,0,3,40,11,0.5,Team B Win
MCH-0418,2025-03-29,Wizards,Phoenix FC,2,3,38,16,0.5,Team B Win
MCH-0419,2025-08-02,Knights,Wizards,0,1,43,17,0.5,Team B Win
MCH-0420,2025-08-08,Titans,Ironclads,1,1,45,12,0.5,Draw
MCH-0421,2025-02-02,Strikers,Ironclads,1,0,49,8,0.5,Team A Win
MCH-0422,2025-06-03,Phoenix FC,Strikers,0,3,52,8,0.5,Team B Win
MCH-0423,2025-05-16,Ironclads,Thunderbolts,0,0,54,7,0.35,Draw
MCH-0424,2025-11-08,Knights,Strikers,0,1,60,19,0.5,Team B Win
MCH-0425,2025-05-10,Strikers,Phoenix FC,0,3,38,5,0.5,Team B Win
MCH-0426,2025-03-15,Strikers,Titans,4,1,38,11,0.5,Team A Win
MCH-0427,2025-12-10,Wizards,Knights,3,1,39,11,0.5,Team A Win
MCH-0428,2025-02-10,Knights,Centurions,0,1,61,13,0.5,Team B Win
MCH-0429,2025-06-24,Thunderbolts,Titans,1,0,60,9,0.65,Team A Win
MCH-0430,2025-06-07,Knights,Titans,0,2,44,19,0.5,Team B Win
MCH-0431,2025-06-03,Ironclads,Knights,3,1,49,17,0.5,Team A Win
MCH-0432,2025-02-13,Ironclads,Titans,0,1,47,18,0.5,Team B Win
MCH-0433,2025-07-05,Ironclads,Centurions,2,1,38,18,0.5,Team A Win
MCH-0434,2025-02-08,Phoenix FC,Knights,0,1,46,6,0.5,Team B Win
MCH-0435,2025-11-14,Knights,Gladiators,4,0,48,11,0.5,Team A Win
MCH-0436,2025-10-21,Phoenix FC,Gladiators,3,0,39,14,0.5,Team A Win
MCH-0437,2025-01-30,Centurions,Vipers,1,0,42,13,0.5,Team A Win
MCH-0438,2025-01-06,Centurions,Ironclads,0,2,63,13,0.5,Team B Win
MCH-0439,2025-04-16,Phoenix FC,Ironclads,0,4,47,11,0.5,Team B Win
MCH-0440,2025-11-02,Gladiators,Wizards,4,1,46,16,0.5,Team A Win
MCH-0441,2025-01-16,Strikers,Phoenix FC,4,3,42,5,0.5,Team A Win
MCH-0442,2025-12-27,Ironclads,Centurions,3,0,49,11,0.5,Team A Win
MCH-0443,2025-01-08,Gladiators,Thunderbolts,2,2,54,8,0.35,Draw
MCH-0444,2025-03-09,Ironclads,Titans,2,2,43,13,0.5,Draw
MCH-0445,2025-06-27,Ironclads,Titans,0,2,63,13,0.5,Team B Win
MCH-0446,2025-10-18,Gladiators,Knights,3,2,64,16,0.5,Team A Win
MCH-0447,2025-03-16,Phoenix FC,Centurions,1,0,40,9,0.5,Team A Win
MCH-0448,2025-08-31,Strikers,Wizards,0,1,43,14,0.5,Team B Win
MCH-0449,2025-02-10,Knights,Vipers,2,0,57,19,0.5,Team A Win
MCH-0450,2025-10-19,Phoenix FC,Wizards,3,4,61,11,0.5,Team B Win
MCH-0451,2025-07-26,Centurions,Titans,1,0,54,7,0.5,Team A Win
MCH-0452,2025-05-22,Wizards,Centurions,1,1,38,12,0.5,Draw
MCH-0453,2025-08-31,Titans,Phoenix FC,4,1,39,7,0.5,Team A Win
MCH-0454,2025-11-24,Knights,Phoenix FC,1,4,47,17,0.5,Team B Win
MCH-0455,2025-10-13,Centurions,Gladiators,1,2,58,15,0.5,Team B Win
MCH-0456,2025-05-22,Titans,Strikers,4,0,46,18,0.5,Team A Win
MCH-0457,2025-01-28,Vipers,Knights,0,1,39,13,0.5,Team B Win
MCH-0458,2025-04-06,Wizards,Phoenix FC,0,1,51,15,0.5,Team B Win
MCH-0459,2025-03-31,Gladiators,Wizards,1,0,59,16,0.5,Team A Win
MCH-0460,2025-08-24,Gladiators,Knights,4,1,53,9,0.5,Team A Win
MCH-0461,2025-09-12,Vipers,Wizards,2,0,46,18,0.5,Team A Win
MCH-0462,2025-05-23,Wizards,Knights,1,0,35,8,0.5,Team A Win
MCH-0463,2025-05-27,Gladiators,Thunderbolts,2,0,57,17,0.35,Team A Win
MCH-0464,2025-05-03,Knights,Gladiators,3,1,48,6,0.5,Team A Win
MCH-0465,2025-03-09,Knights,Strikers,2,1,47,10,0.5,Team A Win
MCH-0466,2025-12-13,Vipers,Ironclads,1,1,36,18,0.5,Draw
MCH-0467,2025-03-17,Titans,Gladiators,0,2,36,13,0.5,Team B Win
MCH-0468,2025-09-29,Knights,Gladiators,3,2,43,16,0.5,Team A Win
MCH-0469,2025-11-18,Titans,Phoenix FC,1,1,37,11,0.5,Draw
MCH-0470,2025-01-18,Knights,Titans,0,2,45,15,0.5,Team B Win
MCH-0471,2025-05-15,Vipers,Gladiators,1,3,45,17,0.5,Team B Win
MCH-0472,2025-03-19,Knights,Phoenix FC,4,0,50,18,0.5,Team A Win
MCH-0473,2025-06-19,Ironclads,Phoenix FC,3,2,44,15,0.5,Team A Win
MCH-0474,2025-03-22,Strikers,Knights,0,1,56,10,0.5,Team B Win
MCH-0475,2025-09-29,Gladiators,Wizards,1,0,64,7,0.5,Team A Win
MCH-0476,2025-09-25,Phoenix FC,Thunderbolts,3,0,39,14,0.35,Team A Win
MCH-0477,2025-02-26,Phoenix FC,Thunderbolts,1,0,45,7,0.35,Team A Win
MCH-0478,2025-11-28,Ironclads,Knights,0,3,48,7,0.5,Team B Win
MCH-0479,2025-01-26,Knights,Thunderbolts,4,3,49,8,0.35,Team A Win
MCH-0480,2025-07-16,Thunderbolts,Ironclads,4,2,55,13,0.65,Team A Win
MCH-0481,2025-03-03,Vipers,Strikers,0,2,45,8,0.5,Team B Win
MCH-0482,2025-10-14,Wizards,Knights,4,2,36,10,0.5,Team A Win
MCH-0483,2025-06-11,Knights,Vipers,2,0,40,16,0.5,Team A Win
MCH-0484,2025-03-25,Centurions,Strikers,0,4,51,6,0.5,Team B Win
MCH-0485,2025-08-25,Centurions,Phoenix FC,4,0,55,18,0.5,Team A Win
MCH-0486,2025-01-13,Wizards,Vipers,2,0,56,15,0.5,Team A Win
MCH-0487,2025-12-07,Gladiators,Thunderbolts,1,0,37,10,0.35,Team A Win
MCH-0488,2025-02-05,Gladiators,Knights,3,1,61,19,0.5,Team A Win
MCH-0489,2025-07-18,Phoenix FC,Gladiators,3,1,40,12,0.5,Team A Win
MCH-0490,2025-05-01,Strikers,Centurions,4,0,50,11,0.5,Team A Win
MCH-0491,2025-03-05,Vipers,Phoenix FC,0,3,63,13,0.5,Team B Win
MCH-0492,2025-02-27,Thunderbolts,Centurions,1,2,50,11,0.65,Team B Win
MCH-0493,2025-09-19,Centurions,Strikers,4,3,62,15,0.5,Team A Win
MCH-0494,2025-07-23,Centurions,Thunderbolts,1,3,53,13,0.35,Team B Win
MCH-0495,2025-12-24,Strikers,Thunderbolts,3,0,44,16,0.35,Team A Win
MCH-0496,2025-11-05,Knights,Phoenix FC,3,0,42,9,0.5,Team A Win
MCH-0497,2025-04-03,Phoenix FC,Titans,2,3,53,13,0.5,Team B Win
MCH-0498,2025-02-24,Gladiators,Knights,1,3,35,5,0.5,Team B Win
MCH-0499,2025-10-07,Titans,Wizards,3,4,46,18,0.5,Team B Win
MCH-0500,2025-11-25,Thunderbolts,Vipers,4,1,59,11,0.65,Team A Win
MCH-0501,2025-12-25,Thunderbolts,Gladiators,1,0,41,8,0.65,Team A Win
MCH-0502,2025-01-21,Centurions,Knights,4,3,54,15,0.5,Team A Win
MCH-0503,2025-07-27,Knights,Thunderbolts,0,1,44,16,0.35,Team B Win
MCH-0504,2025-04-29,Knights,Phoenix FC,3,0,63,17,0.5,Team A Win
MCH-0505,2025-05-22,Knights,Titans,0,1,41,15,0.5,Team B Win
MCH-0506,2025-08-09,Wizards,Gladiators,1,0,63,11,0.5,Team A Win
MCH-0507,2025-06-06,Wizards,Strikers,2,1,60,12,0.5,Team A Win
MCH-0508,2025-10-13,Ironclads,Gladiators,3,4,35,14,0.5,Team B Win
MCH-0509,2025-02-02,Vipers,Knights,0,2,64,11,0.5,Team B Win
MCH-0510,2025-09-05,Centurions,Gladiators,2,1,43,8,0.5,Team A Win
MCH-0511,2025-06-04,Titans,Knights,0,2,50,15,0.5,Team B Win
MCH-0512,2025-09-22,Knights,Thunderbolts,0,3,40,16,0.35,Team B Win
MCH-0513,2025-02-24,Vipers,Wizards,1,0,36,7,0.5,Team A Win
MCH-0514,2025-04-10,Strikers,Vipers,1,0,39,12,0.5,Team A Win
MCH-0515,2025-05-23,Centurions,Vipers,4,2,44,7,0.5,Team A Win
MCH-0516,2025-01-04,Wizards,Gladiators,4,3,48,15,0.5,Team A Win
MCH-0517,2025-03-12,Strikers,Vipers,0,4,56,11,0.5,Team B Win
MCH-0518,2025-07-07,Knights,Vipers,1,0,59,7,0.5,Team A Win
MCH-0519,2025-12-28,Vipers,Centurions,0,3,55,9,0.5,Team B Win
MCH-0520,2025-03-05,Wizards,Thunderbolts,4,2,59,15,0.35,Team A Win
MCH-0521,2025-12-08,Thunderbolts,Wizards,1,2,64,6,0.65,Team B Win
MCH-0522,2025-06-18,Centurions,Strikers,2,0,54,16,0.5,Team A Win
MCH-0523,2025-04-10,Titans,Wizards,2,1,64,8,0.5,Team A Win
MCH-0524,2025-03-05,Phoenix FC,Knights,0,1,44,11,0.5,Team B Win
MCH-0525,2025-01-29,Ironclads,Gladiators,0,2,62,18,0.5,Team B Win
MCH-0526,2025-09-13,Ironclads,Titans,4,0,60,15,0.5,Team A Win
MCH-0527,2025-07-09,Thunderbolts,Gladiators,1,3,62,6,0.65,Team B Win
MCH-0528,2025-06-10,Strikers,Centurions,0,2,61,19,0.5,Team B Win
MCH-0529,2025-07-04,Gladiators,Ironclads,1,2,38,10,0.5,Team B Win
MCH-0530,2025-05-02,Ironclads,Thunderbolts,3,1,39,5,0.35,Team A Win
MCH-0531,2025-10-07,Phoenix FC,Ironclads,1,2,40,17,0.5,Team B Win
MCH-0532,2025-02-07,Titans,Knights,2,3,48,5,0.5,Team B Win
MCH-0533,2025-02-28,Titans,Centurions,0,0,37,17,0.5,Draw
MCH-0534,2025-07-11,Centurions,Knights,3,0,35,7,0.5,Team A Win
MCH-0535,2025-07-28,Centurions,Titans,2,2,54,5,0.5,Draw
MCH-0536,2025-09-11,Ironclads,Centurions,4,0,40,10,0.5,Team A Win
MCH-0537,2025-06-19,Knights,Vipers,0,2,53,6,0.5,Team B Win
MCH-0538,2025-07-14,Strikers,Phoenix FC,0,0,59,19,0.5,Draw
MCH-0539,2025-09-23,Strikers,Knights,4,3,59,19,0.5,Team A Win
MCH-0540,2025-09-09,Titans,Vipers,0,0,45,14,0.5,Draw
MCH-0541,2025-03-12,Thunderbolts,Wizards,3,1,62,9,0.65,Team A Win
MCH-0542,2025-02-11,Gladiators,Centurions,1,3,37,14,0.5,Team B Win
MCH-0543,2025-07-19,Centurions,Phoenix FC,1,0,45,9,0.5,Team A Win
MCH-0544,2025-02-07,Phoenix FC,Gladiators,3,0,39,17,0.5,Team A Win
MCH-0545,2025-08-08,Gladiators,Thunderbolts,0,0,38,6,0.35,Draw
MCH-0546,2025-01-13,Knights,Thunderbolts,0,1,51,6,0.35,Team B Win
MCH-0547,2025-06-15,Phoenix FC,Vipers,3,1,39,6,0.5,Team A Win
MCH-0548,2025-06-10,Phoenix FC,Ironclads,0,2,52,18,0.5,Team B Win
MCH-0549,2025-09-08,Knights,Vipers,0,2,40,15,0.5,Team B Win
MCH-0550,2025-03-17,Titans,Gladiators,3,1,39,14,0.5,Team A Win
MCH-0551,2025-08-07,Phoenix FC,Strikers,3,2,60,6,0.5,Team A Win
MCH-0552,2025-10-03,Vipers,Thunderbolts,0,2,57,9,0.35,Team B Win
MCH-0553,2025-06-25,Wizards,Titans,2,0,50,10,0.5,Team A Win
MCH-0554,2025-04-20,Knights,Gladiators,2,2,54,10,0.5,Draw
MCH-0555,2025-03-08,Wizards,Phoenix FC,1,0,64,16,0.5,Team A Win
MCH-0556,2025-09-07,Phoenix FC,Knights,1,4,60,11,0.5,Team B Win
MCH-0557,2025-04-08,Gladiators,Phoenix FC,2,0,60,9,0.5,Team A Win
MCH-0558,2025-05-28,Vipers,Centurions,0,3,64,5,0.5,Team B Win
MCH-0559,2025-04-01,Knights,Ironclads,0,1,61,8,0.5,Team B Win
MCH-0560,2025-02-05,Knights,Centurions,2,3,37,16,0.5,Team B Win
MCH-0561,2025-07-30,Wizards,Phoenix FC,0,1,36,19,0.5,Team B Win
MCH-0562,2025-10-18,Gladiators,Ironclads,1,0,45,6,0.5,Team A Win
MCH-0563,2025-01-11,Knights,Gladiators,3,0,48,16,0.5,Team A Win
MCH-0564,2025-08-13,Wizards,Centurions,1,1,59,12,0.5,Draw
MCH-0565,2025-11-23,Centurions,Vipers,4,0,46,12,0.5,Team A Win
MCH-0566,2025-02-13,Wizards,Knights,0,1,38,5,0.5,Team B Win
MCH-0567,2025-10-09,Thunderbolts,Wizards,2,0,43,10,0.65,Team A Win
MCH-0568,2025-06-11,Gladiators,Ironclads,1,1,36,13,0.5,Draw
MCH-0569,2025-07-02,Phoenix FC,Gladiators,1,0,41,16,0.5,Team A Win
MCH-0570,2025-01-28,Strikers,Gladiators,4,0,52,15,0.5,Team A Win
MCH-0571,2025-07-08,Centurions,Thunderbolts,0,1,46,14,0.35,Team B Win
MCH-0572,2025-06-27,Titans,Knights,3,2,36,14,0.5,Team A Win
MCH-0573,2025-02-09,Titans,Knights,0,4,52,14,0.5,Team B Win
MCH-0574,2025-05-29,Knights,Phoenix FC,0,2,62,12,0.5,Team B Win
MCH-0575,2025-04-27,Centurions,Thunderbolts,0,1,44,7,0.35,Team B Win
MCH-0576,2025-09-11,Knights,Thunderbolts,1,1,62,14,0.35,Draw
MCH-0577,2025-12-26,Thunderbolts,Ironclads,4,2,63,15,0.65,Team A Win
MCH-0578,2025-09-15,Vipers,Ironclads,3,0,49,12,0.5,Team A Win
MCH-0579,2025-01-16,Thunderbolts,Ironclads,2,0,36,14,0.65,Team A Win
MCH-0580,2025-07-13,Vipers,Phoenix FC,4,3,51,17,0.5,Team A Win
MCH-0581,2025-11-13,Knights,Titans,0,1,42,17,0.5,Team B Win
MCH-0582,2025-03-10,Strikers,Wizards,2,2,55,9,0.5,Draw
MCH-0583,2025-12-01,Wizards,Centurions,3,2,41,5,0.5,Team A Win
MCH-0584,2025-06-24,Phoenix FC,Ironclads,2,2,56,17,0.5,Draw
MCH-0585,2025-01-18,Gladiators,Knights,1,0,61,9,0.5,Team A Win
MCH-0586,2025-06-17,Ironclads,Strikers,4,0,62,6,0.5,Team A Win
MCH-0587,2025-12-26,Wizards,Thunderbolts,1,1,56,9,0.35,Draw
MCH-0588,2025-07-15,Titans,Wizards,1,3,62,16,0.5,Team B Win
MCH-0589,2025-05-18,Ironclads,Phoenix FC,0,1,46,15,0.5,Team B Win
MCH-0590,2025-02-27,Vipers,Wizards,1,0,37,11,0.5,Team A Win
MCH-0591,2025-04-23,Titans,Vipers,1,2,46,5,0.5,Team B Win
MCH-0592,2025-01-21,Titans,Strikers,2,0,54,16,0.5,Team A Win
MCH-0593,2025-09-17,Phoenix FC,Wizards,0,0,62,7,0.5,Draw
MCH-0594,2025-03-04,Vipers,Phoenix FC,1,0,38,17,0.5,Team A Win
MCH-0595,2025-03-02,Vipers,Centurions,3,2,49,12,0.5,Team A Win
MCH-0596,2025-05-25,Thunderbolts,Vipers,3,1,51,10,0.65,Team A Win
MCH-0597,2025-02-08,Centurions,Thunderbolts,1,3,59,15,0.35,Team B Win
MCH-0598,2025-02-02,Ironclads,Phoenix FC,0,3,59,16,0.5,Team B Win
MCH-0599,2025-01-12,Vipers,Wizards,0,1,59,12,0.5,Team B Win
MCH-0600,2025-11-24,Vipers,Knights,1,2,43,11,0.5,Team B Win
MCH-0601,2025-10-16,Gladiators,Thunderbolts,1,1,36,15,0.35,Draw
MCH-0602,2025-01-16,Titans,Ironclads,3,0,43,19,0.5,Team A Win
MCH-0603,2025-02-12,Gladiators,Strikers,1,1,45,6,0.5,Draw
MCH-0604,2025-10-07,Gladiators,Vipers,1,0,42,6,0.5,Team A Win
MCH-0605,2025-06-14,Strikers,Wizards,4,0,55,5,0.5,Team A Win
MCH-0606,2025-07-06,Gladiators,Wizards,0,2,53,8,0.5,Team B Win
MCH-0607,2025-02-15,Wizards,Gladiators,4,3,54,8,0.5,Team A Win
MCH-0608,2025-03-24,Gladiators,Phoenix FC,0,0,53,19,0.5,Draw
MCH-0609,2025-01-07,Gladiators,Vipers,2,3,41,5,0.5,Team B Win
MCH-0610,2025-06-03,Wizards,Vipers,0,1,63,15,0.5,Team B Win
MCH-0611,2025-01-20,Thunderbolts,Gladiators,3,2,53,17,0.65,Team A Win
MCH-0612,2025-11-12,Ironclads,Titans,1,0,59,18,0.5,Team A Win
MCH-0613,2025-09-27,Gladiators,Phoenix FC,2,1,52,19,0.5,Team A Win
MCH-0614,2025-09-25,Titans,Centurions,0,1,44,9,0.5,Team B Win
MCH-0615,2025-04-02,Thunderbolts,Knights,1,0,43,16,0.65,Team A Win
MCH-0616,2025-06-08,Wizards,Thunderbolts,0,2,35,8,0.35,Team B Win
MCH-0617,2025-11-02,Thunderbolts,Ironclads,1,3,39,13,0.65,Team B Win
MCH-0618,2025-11-20,Vipers,Thunderbolts,0,2,36,12,0.35,Team B Win
MCH-0619,2025-11-12,Phoenix FC,Strikers,3,0,54,14,0.5,Team A Win
MCH-0620,2025-11-25,Vipers,Strikers,0,3,52,11,0.5,Team B Win
MCH-0621,2025-06-18,Vipers,Centurions,1,3,55,6,0.5,Team B Win
MCH-0622,2025-03-29,Phoenix FC,Gladiators,1,0,62,10,0.5,Team A Win
MCH-0623,2025-10-23,Wizards,Centurions,1,0,49,14,0.5,Team A Win
MCH-0624,2025-01-09,Strikers,Centurions,1,0,40,8,0.5,Team A Win
MCH-0625,2025-07-25,Titans,Phoenix FC,2,0,39,5,0.5,Team A Win
MCH-0626,2025-07-23,Phoenix FC,Knights,4,3,35,8,0.5,Team A Win
MCH-0627,2025-09-28,Phoenix FC,Vipers,1,2,43,17,0.5,Team B Win
MCH-0628,2025-08-10,Phoenix FC,Vipers,4,2,45,18,0.5,Team A Win
MCH-0629,2025-12-06,Knights,Thunderbolts,0,3,40,11,0.35,Team B Win
MCH-0630,2025-05-05,Wizards,Centurions,3,1,46,17,0.5,Team A Win
MCH-0631,2025-06-02,Centurions,Gladiators,1,0,38,12,0.5,Team A Win
MCH-0632,2025-12-11,Phoenix FC,Vipers,1,2,64,12,0.5,Team B Win
MCH-0633,2025-01-17,Strikers,Centurions,0,0,62,17,0.5,Draw
MCH-0634,2025-05-23,Thunderbolts,Centurions,1,0,64,18,0.65,Team A Win
MCH-0635,2025-05-31,Ironclads,Knights,1,0,57,12,0.5,Team A Win
MCH-0636,2025-10-11,Phoenix FC,Wizards,2,4,60,16,0.5,Team B Win
MCH-0637,2025-10-18,Titans,Centurions,1,0,64,12,0.5,Team A Win
MCH-0638,2025-09-23,Vipers,Titans,2,1,56,17,0.5,Team A Win
MCH-0639,2025-01-06,Vipers,Centurions,4,3,62,12,0.5,Team A Win
MCH-0640,2025-05-06,Thunderbolts,Ironclads,2,1,54,19,0.65,Team A Win
MCH-0641,2025-03-19,Titans,Vipers,1,4,50,5,0.5,Team B Win
MCH-0642,2025-03-28,Phoenix FC,Titans,3,2,45,8,0.5,Team A Win
MCH-0643,2025-09-20,Titans,Strikers,0,1,54,18,0.5,Team B Win
MCH-0644,2025-02-17,Thunderbolts,Vipers,2,4,45,13,0.65,Team B Win
MCH-0645,2025-10-03,Phoenix FC,Gladiators,2,3,53,12,0.5,Team B Win
MCH-0646,2025-10-27,Centurions,Gladiators,4,1,39,5,0.5,Team A Win
